150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Tahunan (Y-on-Y) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau (Persen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan, Minuman dan Tembakau",,,,,,,,,,,,,Makanan,,,,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,,,,Minuman Beralkohol,,,,,,,,,,,,,Rokok dan Tembakau,,,,,,,,,,,,
,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
CILACAP,-0.47,2.39,2.59,2.8,5.19,-,-,-,-,-,-,-,-,-1.19,2.7,2.96,3.2,6.35,-,-,-,-,-,-,-,-,1.39,0.96,0.77,1.15,1.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.23,1.58,1.65,1.71,1.63,-,-,-,-,-,-,-,-
PURWOKERTO,-0.08,2.74,3,3.13,5.19,-,-,-,-,-,-,-,-,-0.87,2.58,2.99,2.96,5.6,-,-,-,-,-,-,-,-,2.6,2.43,1.72,3.04,2.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.36,3.79,3.69,4.17,4.13,-,-,-,-,-,-,-,-
KAB WONOSOBO,-0.03,2.2,2.49,1.54,3.71,-,-,-,-,-,-,-,-,-1,1.87,2.24,1,3.74,-,-,-,-,-,-,-,-,1.65,-0.5,-0.8,-0.65,-0.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.54,4.85,4.99,5.2,4.98,-,-,-,-,-,-,-,-
KAB WONOGIRI,0.56,3.84,3.52,2.23,3.94,-,-,-,-,-,-,-,-,0.07,4.17,3.63,1.97,4.05,-,-,-,-,-,-,-,-,0.28,0.2,0.44,0.98,1.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.42,3.64,4.33,4.21,4.36,-,-,-,-,-,-,-,-
KAB REMBANG,0.53,3.09,2.98,1.45,3.36,-,-,-,-,-,-,-,-,-0.05,3.26,3.19,1.24,3.5,-,-,-,-,-,-,-,-,2.52,1.09,0.99,1.36,1.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.92,3.03,2.68,2.57,3.23,-,-,-,-,-,-,-,-
KUDUS,0.91,3.09,2.29,1.88,3.8,-,-,-,-,-,-,-,-,0.39,3.26,2.28,1.67,4.03,-,-,-,-,-,-,-,-,1.64,0.98,1.03,1.98,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.87,3.13,2.95,3.2,3.26,-,-,-,-,-,-,-,-
KOTA SURAKARTA,0.17,3.11,2.8,2.44,4.78,-,-,-,-,-,-,-,-,-0.16,3.45,3.06,2.53,5.2,-,-,-,-,-,-,-,-,-0.18,-0.67,-1.18,-0.22,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.01,3.49,3.59,4.44,-,-,-,-,-,-,-,-
KOTA SEMARANG,0.19,2.74,2.61,2.06,3.96,-,-,-,-,-,-,-,-,-0.5,2.68,2.71,2.06,4.39,-,-,-,-,-,-,-,-,2,1.5,1.11,0.7,0.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.26,4.26,3.02,3.17,3.22,-,-,-,-,-,-,-,-
KOTA TEGAL,0.91,3.58,3.47,3.33,4.84,-,-,-,-,-,-,-,-,0.05,3.43,3.3,3.09,5.17,-,-,-,-,-,-,-,-,1.73,0.81,0.69,1.01,0.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.24,5.4,5.46,5.31,5.13,-,-,-,-,-,-,-,-
KAB GUNUNGKIDUL,1.39,2.09,2.63,2.56,3.07,-,-,-,-,-,-,-,-,0.81,2.48,3.2,3.11,3.75,-,-,-,-,-,-,-,-,1.3,0.59,0.09,0.67,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,0.48,0.48,0.05,0.05,-,-,-,-,-,-,-,-
KOTA YOGYAKARTA,0.69,3.1,2.94,2.62,3.37,-,-,-,-,-,-,-,-,0.22,3.13,2.94,2.55,3.47,-,-,-,-,-,-,-,-,2.38,2.15,1.95,1.5,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16,3.62,3.78,4.07,3.83,-,-,-,-,-,-,-,-
KAB TULUNGAGUNG,1.02,3.13,2.17,2.91,4.03,-,-,-,-,-,-,-,-,0.43,3.07,2.05,3.02,4.37,-,-,-,-,-,-,-,-,3.76,2.99,2.13,1.67,1.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.78,3.91,3.15,3.12,3.25,-,-,-,-,-,-,-,-
JEMBER,0.11,3.68,4.1,4.55,6.59,-,-,-,-,-,-,-,-,-0.53,3.77,4.22,4.96,7.56,-,-,-,-,-,-,-,-,0.89,-0.75,-0.5,-0.54,-0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.91,5.71,5.94,4.46,3.69,-,-,-,-,-,-,-,-
BANYUWANGI,0.46,2.99,3.13,3.63,6.02,-,-,-,-,-,-,-,-,0.17,3.24,3.4,4.21,7.27,-,-,-,-,-,-,-,-,1.67,1.65,1.31,0.52,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.62,2.09,2.23,1.55,1.35,-,-,-,-,-,-,-,-
KAB BOJONEGORO,1.88,4.3,4.64,4.01,6.04,-,-,-,-,-,-,-,-,1.39,4.53,5.15,4.22,6.68,-,-,-,-,-,-,-,-,3.13,2.4,0.87,1.45,2.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.69,4.4,4.4,5,5,-,-,-,-,-,-,-,-
KAB GRESIK,-0.23,2.96,3.63,3.21,4.93,-,-,-,-,-,-,-,-,-0.85,3.08,3.79,3.25,5.16,-,-,-,-,-,-,-,-,1.67,1.37,1.9,2.38,3.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.87,4.1,4.32,4.12,3.91,-,-,-,-,-,-,-,-
SUMENEP,2.11,4.31,4.82,4.81,7.62,-,-,-,-,-,-,-,-,2.07,4.67,4.82,4.85,8.58,-,-,-,-,-,-,-,-,1.97,1.97,2.33,2.33,2.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.44,3.65,5.78,5.64,5.5,-,-,-,-,-,-,-,-
KOTA KEDIRI,0.22,3.6,2.89,2.9,4.8,-,-,-,-,-,-,-,-,-0.05,4.05,3.08,3.01,5.38,-,-,-,-,-,-,-,-,1,0.87,1.12,1.77,2.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,2.28,2.64,2.82,2.76,-,-,-,-,-,-,-,-
KOTA MALANG,0.8,3.05,2.81,3.27,4.33,-,-,-,-,-,-,-,-,0.21,2.91,2.73,3.18,4.46,-,-,-,-,-,-,-,-,2.46,2.6,2.43,2.63,2.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.48,4.56,3.79,4.44,4.79,-,-,-,-,-,-,-,-
KOTA PROBOLINGGO,0.21,2.75,3.05,3.04,4.33,-,-,-,-,-,-,-,-,-0.26,2.81,3.11,3.08,4.59,-,-,-,-,-,-,-,-,-0.9,-0.17,-0.29,-0.08,-0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.54,3.88,4.32,4.36,5.1,-,-,-,-,-,-,-,-
KOTA MADIUN,1.25,4.08,3.7,3.51,5.75,-,-,-,-,-,-,-,-,0.86,4.3,3.77,3.45,6.15,-,-,-,-,-,-,-,-,1.45,1.64,2.14,2.9,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.13,4.36,4.43,4.54,4.68,-,-,-,-,-,-,-,-
KOTA SURABAYA,1.82,4.69,4.25,4.39,6.09,-,-,-,-,-,-,-,-,1.52,5.01,4.54,4.67,6.66,-,-,-,-,-,-,-,-,1.9,1.68,0.8,1.29,2.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.25,4.65,4.88,4.95,5.1,-,-,-,-,-,-,-,-
KAB PANDEGLANG,2.56,6.94,6.65,4.58,4.79,-,-,-,-,-,-,-,-,1.79,7.22,7.04,4.52,4.98,-,-,-,-,-,-,-,-,7.39,7.61,6.01,6.11,2.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.18,4.71,4.31,4.19,4.68,-,-,-,-,-,-,-,-
KAB LEBAK,1.79,5.74,4.94,4.71,5.89,-,-,-,-,-,-,-,-,1.21,6.15,5.03,4.66,6.35,-,-,-,-,-,-,-,-,2.22,2.03,2.23,3.33,1.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.43,5.55,6.18,5.88,5.65,-,-,-,-,-,-,-,-
KOTA TANGERANG,1.73,4.12,4.11,2.23,4.12,-,-,-,-,-,-,-,-,1.07,4,4.21,1.74,4.33,-,-,-,-,-,-,-,-,4.53,3.15,1.28,0.93,-0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.06,5.69,5.55,6.63,6.19,-,-,-,-,-,-,-,-
KOTA CILEGON,1.19,3.55,2.84,3.35,5.96,-,-,-,-,-,-,-,-,0.4,3.48,2.55,3.26,6.75,-,-,-,-,-,-,-,-,2.97,2.31,2.37,1.44,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.34,4.75,4.74,4.99,4.87,-,-,-,-,-,-,-,-
KOTA SERANG,1.38,4.07,3.24,3.06,6.11,-,-,-,-,-,-,-,-,0.59,4.38,3.11,2.86,6.59,-,-,-,-,-,-,-,-,-0.77,-0.38,0.58,1.53,5.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.45,5.04,4.97,4.49,4.73,-,-,-,-,-,-,-,-
KAB TABANAN,0.07,2.5,2.28,1.3,4.18,-,-,-,-,-,-,-,-,-0.81,2.09,1.79,0.77,4.23,-,-,-,-,-,-,-,-,1.63,1.69,1.78,1.78,1.92,-,-,-,-,-,-,-,-,5.62,6.35,5.86,5.86,8.93,-,-,-,-,-,-,-,-,5.1,5.82,6.06,4.62,5.36,-,-,-,-,-,-,-,-
KAB BADUNG,-3.22,1.49,1.22,0.67,3.67,-,-,-,-,-,-,-,-,-4.49,1.19,0.91,0.23,3.73,-,-,-,-,-,-,-,-,1.67,1.49,1.18,1.2,1.35,-,-,-,-,-,-,-,-,0,1.11,1.11,1.11,1.12,-,-,-,-,-,-,-,-,4.7,5.08,5.07,5.08,6.62,-,-,-,-,-,-,-,-
SINGARAJA,-0.91,2.38,3,2.58,4.47,-,-,-,-,-,-,-,-,-1.63,2.27,3,2.46,5.01,-,-,-,-,-,-,-,-,-2.51,-2.47,-2.5,-2.11,-1.37,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,6.74,6.92,7.16,7.16,4.17,-,-,-,-,-,-,-,-
KOTA DENPASAR,1.4,3.03,2.78,3.06,5.39,-,-,-,-,-,-,-,-,0.39,2.47,2.53,2.77,5.64,-,-,-,-,-,-,-,-,4.95,4.61,1.81,1.62,1.39,-,-,-,-,-,-,-,-,4.95,5.19,3.63,4.46,4.82,-,-,-,-,-,-,-,-,5.98,6.06,5.96,7.17,8.07,-,-,-,-,-,-,-,-
KAB SUMBAWA,1.4,2.83,3.5,2.99,4.34,-,-,-,-,-,-,-,-,1.17,2.99,3.93,3.38,5.15,-,-,-,-,-,-,-,-,0.03,0.03,0.03,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.21,3.27,2.94,2.46,2.46,-,-,-,-,-,-,-,-
KOTA MATARAM,1.47,4.76,4.52,4.25,5.32,-,-,-,-,-,-,-,-,0.77,4.88,4.56,4.03,5.27,-,-,-,-,-,-,-,-,4.69,3.92,2.82,4.78,5.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.73,4.56,5.94,5.7,5.74,-,-,-,-,-,-,-,-
KOTA BIMA,2.59,4.83,5.1,4.78,7.01,-,-,-,-,-,-,-,-,1.74,4.88,5.08,4.48,7.26,-,-,-,-,-,-,-,-,5.61,2.73,2.58,4.1,4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.57,5.94,6.88,6.94,7.16,-,-,-,-,-,-,-,-
WAINGAPU,3.79,3.22,3.75,4.15,5.24,-,-,-,-,-,-,-,-,3.01,2.91,3.82,4.43,5.75,-,-,-,-,-,-,-,-,8.96,6.51,1.12,-0.23,-0.23,-,-,-,-,-,-,-,-,-3.09,-3.09,-0.43,-0.43,0,-,-,-,-,-,-,-,-,8.06,4.51,4.41,4.03,3.85,-,-,-,-,-,-,-,-
KAB TIMOR TENGAH SELATAN,1.14,0.1,2.09,2.72,-0.19,-,-,-,-,-,-,-,-,0.42,-0.76,1.61,2.86,-0.55,-,-,-,-,-,-,-,-,8.3,8.49,6.32,-0.31,0.02,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,4.92,4.7,5.07,3.49,3.6,-,-,-,-,-,-,-,-
MAUMERE,1.44,1.11,2.39,3.54,4.07,-,-,-,-,-,-,-,-,1.08,0.67,2.2,3.6,4.03,-,-,-,-,-,-,-,-,2.6,2.81,2.29,1.69,1.8,-,-,-,-,-,-,-,-,-6.57,-9.3,-7.7,-7.7,-7.7,-,-,-,-,-,-,-,-,5.03,5.49,5.21,5.19,6.96,-,-,-,-,-,-,-,-
KAB NGADA,2.88,1.87,2.24,2.16,4.59,-,-,-,-,-,-,-,-,2.79,1.64,1.81,1.62,4.35,-,-,-,-,-,-,-,-,0.99,0.99,1.23,1.17,1.1,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,5.08,4.88,7.51,8.57,9.26,-,-,-,-,-,-,-,-
KOTA KUPANG,0.37,0.29,1.8,1.73,3.13,-,-,-,-,-,-,-,-,0.26,0.16,1.96,1.91,3.44,-,-,-,-,-,-,-,-,-1.06,-1.08,-0.95,-1.03,0.71,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,2.24,2.24,2.23,2.18,2.18,-,-,-,-,-,-,-,-
KAB KETAPANG,3.07,3.15,3.36,4.49,4.76,-,-,-,-,-,-,-,-,3.01,3.17,3.43,4.83,5.16,-,-,-,-,-,-,-,-,2.68,2.01,1.67,0.57,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.94,3.76,3.77,4,3.85,-,-,-,-,-,-,-,-
SINTANG,1.72,3.09,3.94,3.9,5.41,-,-,-,-,-,-,-,-,1.37,3.05,4.11,4.05,5.81,-,-,-,-,-,-,-,-,4.01,2.37,2.37,2.38,2.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.45,3.65,3.4,3.39,3.68,-,-,-,-,-,-,-,-
KAB KAYONG UTARA,2.46,1.99,2.99,3.74,4.75,-,-,-,-,-,-,-,-,1.56,1,2.12,2.87,4.46,-,-,-,-,-,-,-,-,5.94,5.94,6.01,6.66,5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.42,8.67,8.99,9.73,6.83,-,-,-,-,-,-,-,-
KOTA PONTIANAK,1.29,2.21,1.87,2.59,4.44,-,-,-,-,-,-,-,-,1.33,2.41,2.03,2.75,5.02,-,-,-,-,-,-,-,-,0.45,0.45,0.57,0.17,-0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.49,1.54,1.42,2.64,2.65,-,-,-,-,-,-,-,-
KOTA SINGKAWANG,1.24,1.58,2.61,3.93,3.73,-,-,-,-,-,-,-,-,0.84,1.29,2.6,4.19,3.95,-,-,-,-,-,-,-,-,1.53,0.99,0.79,1.09,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.69,3.63,3.23,3.16,3.34,-,-,-,-,-,-,-,-
SAMPIT,1.39,3.71,3.91,4.61,5.19,-,-,-,-,-,-,-,-,0.85,3.78,4.13,5.08,5.87,-,-,-,-,-,-,-,-,3.53,4.3,3.38,3.62,3.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.34,3,2.96,2.54,2.33,-,-,-,-,-,-,-,-
KAB KAPUAS,3.14,4.79,5.61,6.19,8.61,-,-,-,-,-,-,-,-,2.32,4.42,5.32,5.81,8.62,-,-,-,-,-,-,-,-,9.95,9.56,10.3,10.85,11.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,5.2,5.53,6.73,7.12,-,-,-,-,-,-,-,-
KAB SUKAMARA,2.13,4.06,3.95,4.39,5.26,-,-,-,-,-,-,-,-,1.25,3.79,4.01,4.66,5.87,-,-,-,-,-,-,-,-,7.51,7.46,5.68,4.17,3.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.61,4.2,2.98,3.09,2.74,-,-,-,-,-,-,-,-
KOTA PALANGKARAYA,3.41,3.93,4.72,5.25,6.58,-,-,-,-,-,-,-,-,3.53,4.24,5.2,5.88,7.38,-,-,-,-,-,-,-,-,1.57,1,0.77,-0.12,-0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.78,3.38,3.45,3.58,4.53,-,-,-,-,-,-,-,-
KAB TANAH LAUT,1.1,2.98,5.2,5.69,7.79,-,-,-,-,-,-,-,-,0.94,3.21,5.9,6.5,9.12,-,-,-,-,-,-,-,-,-0.53,-0.54,-1.64,-0.71,-0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.89,3.22,2.88,2.75,-,-,-,-,-,-,-,-
KOTABARU,3.68,3.63,1.97,3.82,4.82,-,-,-,-,-,-,-,-,3.78,3.75,1.83,4.07,5.04,-,-,-,-,-,-,-,-,4.74,4.5,3.16,2.81,3.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.76,2.67,2.54,2.67,3.83,-,-,-,-,-,-,-,-
KAB HULU SUNGAI TENGAH,7.36,9.71,6.65,7.12,9.53,-,-,-,-,-,-,-,-,6.44,9.22,5.83,6.45,9.46,-,-,-,-,-,-,-,-,2.19,1.78,2.19,2.14,1.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.43,19.1,17.31,16.55,14.68,-,-,-,-,-,-,-,-
TANJUNG,0.56,2.8,3.96,4.67,5.02,-,-,-,-,-,-,-,-,0.11,2.75,4.26,5.15,5.69,-,-,-,-,-,-,-,-,2.13,1.96,0.23,0.44,0.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.03,3.67,3.76,3.36,2.69,-,-,-,-,-,-,-,-
KOTA BANJARMASIN,2.39,3.32,4.32,3.69,4.08,-,-,-,-,-,-,-,-,2.09,3.21,4.48,3.66,4.27,-,-,-,-,-,-,-,-,7.06,6.08,4.41,5.98,3.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.72,2.72,2.77,2.77,-,-,-,-,-,-,-,-
KAB BERAU,3.73,3.94,3.14,3.3,5.26,-,-,-,-,-,-,-,-,3.76,3.95,2.94,3.36,5.63,-,-,-,-,-,-,-,-,2.03,2.16,1.87,-0.1,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.48,4.89,5.18,4.67,4.77,-,-,-,-,-,-,-,-
KAB PENAJAM PASER UTARA,0.6,2.45,3.11,2.62,3.01,-,-,-,-,-,-,-,-,-0.05,1.98,2.76,2.27,2.42,-,-,-,-,-,-,-,-,0.4,2.77,2.46,2.39,3.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.07,6.05,6.38,5.72,7.69,-,-,-,-,-,-,-,-
KOTA BALIKPAPAN,2.46,2.98,2.77,1.79,3.47,-,-,-,-,-,-,-,-,1.95,2.57,2.29,1.02,3.32,-,-,-,-,-,-,-,-,4.06,4.18,4.52,4.65,2.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.53,5.51,5.67,6.04,5.44,-,-,-,-,-,-,-,-
KOTA SAMARINDA,3.15,4.74,4.05,3.26,4.93,-,-,-,-,-,-,-,-,2.36,4.52,3.5,2.53,4.44,-,-,-,-,-,-,-,-,2.83,0,1.17,0.47,1.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.48,9.52,10.28,10.92,11.29,-,-,-,-,-,-,-,-
TANJUNG SELOR,-0.83,0.9,0.93,0.76,1.11,-,-,-,-,-,-,-,-,-1.22,0.84,0.96,0.78,1.2,-,-,-,-,-,-,-,-,1.59,1.03,0.56,0.68,0.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.54,1.4,0.84,0.62,0.65,-,-,-,-,-,-,-,-
KAB NUNUKAN,0.24,1.55,1.23,1.49,1.56,-,-,-,-,-,-,-,-,0.01,1.68,1.28,1.54,1.51,-,-,-,-,-,-,-,-,0.36,0.47,0.41,0.22,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.43,1.35,1.35,1.83,2.42,-,-,-,-,-,-,-,-
KOTA TARAKAN,1.26,0.78,1.73,2.22,2.26,-,-,-,-,-,-,-,-,0.84,0.37,1.48,1.94,2,-,-,-,-,-,-,-,-,7.45,6.88,6.45,8.23,7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.14,0.77,1.02,1.23,1.23,-,-,-,-,-,-,-,-
KAB MINAHASA SELATAN,-0.89,1.87,-1.64,0.3,-0.04,-,-,-,-,-,-,-,-,-1.27,2.18,-2.15,0.24,-0.18,-,-,-,-,-,-,-,-,-0.15,-0.15,-0.29,-0.29,-0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.97,0.97,0.97,0.97,0.97,-,-,-,-,-,-,-,-
KAB MINAHASA UTARA,-1.1,-0.14,-3.99,-1.03,-0.73,-,-,-,-,-,-,-,-,-1.27,-0.33,-4.83,-1.41,-1.12,-,-,-,-,-,-,-,-,-2.33,0.09,0.03,0.12,0.12,-,-,-,-,-,-,-,-,-2.97,1.35,1.35,1.35,1.35,-,-,-,-,-,-,-,-,1.64,1.64,2.17,2.23,2.73,-,-,-,-,-,-,-,-
KOTA MANADO,4.08,5.87,2.97,3.68,3.45,-,-,-,-,-,-,-,-,4.55,6.75,3.5,4.3,4.14,-,-,-,-,-,-,-,-,1.75,1.61,-1.38,-0.25,-1.37,-,-,-,-,-,-,-,-,0,-0.04,-0.04,-0.04,-0.04,-,-,-,-,-,-,-,-,1.99,2.04,2.04,1.57,1.6,-,-,-,-,-,-,-,-
KOTA KOTAMOBAGU,1.01,3.35,-0.48,2.48,1.78,-,-,-,-,-,-,-,-,0.78,3.95,-1.18,2.81,1.91,-,-,-,-,-,-,-,-,0.55,0.58,1.09,1.09,1.09,-,-,-,-,-,-,-,-,-2.63,0,0,0,0,-,-,-,-,-,-,-,-,2.07,1.79,2.02,1.52,1.42,-,-,-,-,-,-,-,-
LUWUK,7.79,8.4,9.69,7.21,7.11,-,-,-,-,-,-,-,-,8.88,9.91,11.73,8.39,8.41,-,-,-,-,-,-,-,-,3.6,1.15,-0.6,2.05,3.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.13,5.26,5.74,4.43,3.33,-,-,-,-,-,-,-,-
KAB MOROWALI,1.21,2.74,1.91,3.02,2.76,-,-,-,-,-,-,-,-,1.55,3.5,2.44,3.83,3.53,-,-,-,-,-,-,-,-,0.02,0.02,0.02,0.02,-0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-
KAB TOLI TOLI,7.28,8.69,4.53,1.37,2.54,-,-,-,-,-,-,-,-,8.81,10.56,5.25,0.87,2.3,-,-,-,-,-,-,-,-,0,-0.02,0.19,8,7.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.47,1.25,1.84,2.28,2.32,-,-,-,-,-,-,-,-
KOTA PALU,2.47,3.64,0.58,1.55,2.69,-,-,-,-,-,-,-,-,2.38,4.04,0.28,1.41,2.69,-,-,-,-,-,-,-,-,4.66,2.61,2.28,2.41,3.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.84,1.62,1.88,2.34,-,-,-,-,-,-,-,-
BULUKUMBA,3.17,4.01,3.73,4.3,4.52,-,-,-,-,-,-,-,-,3.65,4.74,4.41,4.78,4.92,-,-,-,-,-,-,-,-,0.09,-0.4,-0.78,-0.8,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.97,2.04,1.94,3.74,3.97,-,-,-,-,-,-,-,-
WATAMPONE,3.95,5.82,5.56,6.01,6.12,-,-,-,-,-,-,-,-,4.36,6.76,6.53,7.11,7.13,-,-,-,-,-,-,-,-,1.01,1.01,0.27,0.89,1.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.08,2.73,2.53,2.81,-,-,-,-,-,-,-,-
KAB WAJO,2.27,3.29,2.41,2.54,3.54,-,-,-,-,-,-,-,-,2.71,4.1,2.85,3.01,3.91,-,-,-,-,-,-,-,-,-0.16,-0.16,-0.16,-0.16,-0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.65,1.65,1.76,1.82,3.62,-,-,-,-,-,-,-,-
KAB SIDENRENG RAPPANG,4.62,6.97,5.59,5.93,5.48,-,-,-,-,-,-,-,-,4.45,7.17,5.95,6.38,5.79,-,-,-,-,-,-,-,-,7.66,10.74,5.96,6.36,5.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,3.79,3.43,3.3,3.57,-,-,-,-,-,-,-,-
KAB LUWU TIMUR,4.85,6.81,6.6,4.34,5.05,-,-,-,-,-,-,-,-,4.72,7.16,6.9,4.31,5.23,-,-,-,-,-,-,-,-,6.86,7.09,5.89,3.33,3.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.83,5.35,5.54,4.74,4.89,-,-,-,-,-,-,-,-
