150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Tahunan (Y-on-Y) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau (Persen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAB WONOSOBO,4.72,2.56,2.07,2.05,0.42,2.28,3.46,3.42,3.79,4.21,4.25,3.67,-,4.25,1.4,0.89,1,-0.83,1.52,2.96,2.9,3.63,4.22,4.26,3.5,-,16.51,19.07,19.01,18.32,17.98,16.79,16.13,12.25,4.99,3.17,3.49,3.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,3.92,3.52,2.97,1.97,2,2.27,3.39,4.21,4.5,4.51,4.63,-
KAB WONOGIRI,4.08,1.11,1.54,1.23,0.87,3.3,4.3,4.47,5.14,5.15,4.22,4.16,-,4.07,0.36,0.93,0.62,0.22,3.48,4.74,4.89,6.01,5.9,4.75,4.69,-,4.69,4.79,4.85,4.57,4.92,5,4.65,4.69,0.91,0.47,0.53,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.92,3.8,3.67,3.3,2.84,1.59,1.81,2.13,2.34,3.15,3,3.03,-
KAB REMBANG,3.19,1.43,2.09,3.36,2.55,3.73,4.91,4.33,4.85,5.19,4.57,3.76,-,2.63,0.15,0.8,2.36,1.38,2.67,4.62,4.02,4.75,5.24,4.6,3.57,-,4.49,9.26,10.46,10.64,9.84,9.87,8.71,6.82,5.39,5.04,4.97,5.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.71,5.73,6.29,6.32,6.39,7.24,5.08,5.08,5.19,4.95,4.26,4.33,-
KUDUS,3.87,1.73,2.17,2.28,1.15,2.68,3.59,3.78,4.45,4.87,4.49,4.15,-,3.45,0.61,1.21,1.44,0.25,2.26,3.42,3.67,4.53,5.21,4.83,4.41,-,6.32,7.27,7,6.81,6.83,6.48,5.9,5.26,3.9,2.23,1.61,1.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.48,6.53,6.36,5.68,4.38,3.55,3.58,3.74,4.22,4.08,3.79,3.77,-
KOTA SURAKARTA,4.14,0.9,0.99,-0.24,-0.94,1.26,2.03,2,3.54,4.21,4.72,4.61,-,4.24,0.36,0.45,-0.91,-1.71,0.94,1.89,1.73,3.74,4.64,5.26,5.14,-,3.39,3.33,4.32,3.4,3.04,2.95,2.79,3.39,1.74,0.79,0.85,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.88,3.84,3.29,2.87,2.76,2.68,2.7,3.17,3.27,3.27,3.13,3.22,-
KOTA SEMARANG,4.8,2.26,1.55,1.3,0.64,2.76,3.75,3.72,4.44,4.38,4.4,3.98,-,4.84,1.7,0.8,0.45,-0.38,2.24,3.54,3.72,4.65,4.68,4.68,4.13,-,4.99,5.85,6.18,6.97,7.14,6.97,6.22,3.91,3.15,2.29,2.36,2.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.35,3.91,4.26,3.95,3.85,3.62,3.4,3.6,3.86,3.74,3.77,4.01,-
KOTA TEGAL,5.24,2.7,2.59,1.76,1.55,2.38,3.73,3.69,4.66,4.84,4.46,4.21,-,4.34,0.93,1.26,0.09,-0.06,1.22,3.01,3.29,4.72,4.93,4.37,4.24,-,11.92,12.92,12.88,12.98,12.65,12.56,11.72,8.42,5.1,4.52,4.73,2.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.48,6.56,4.44,4.81,4.22,3.4,3.64,3.44,4.22,4.61,4.71,4.74,-
KAB GUNUNGKIDUL,2.6,1.81,1.37,2.58,2.44,4.19,4.32,3.91,4.31,4.48,4.63,5.21,-,1.76,0.01,-0.57,0.82,0.73,2.85,3.02,2.56,3.91,4.38,4.56,5.35,-,13.67,14.78,15.6,15.6,14.26,14.22,14.53,14.22,5.05,2.42,2.61,2.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.69,6.88,6.88,7.33,7.33,7.33,7.2,6.9,6.55,6.55,6.47,6.09,-
KOTA YOGYAKARTA,4.19,2.34,1.85,1.72,0.58,2.31,3.33,3.07,4.15,4.41,4.75,4.64,-,3.83,1.52,1.06,0.85,-0.55,1.61,2.95,2.83,4.22,4.55,4.94,5.07,-,6.21,6.83,7.33,7.74,8,7.66,7.25,5.05,4.79,4.18,4.05,2.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.57,5.65,4.4,4.39,4.5,4.1,3.53,3.53,3.2,3.44,3.79,2.8,-
KAB TULUNGAGUNG,3.68,2.11,2.33,0.38,0.93,3.63,4.17,3.89,4.89,4.26,3.66,3.73,-,3.22,1.18,1.4,-1,-0.38,2.86,3.58,3.26,4.89,4.2,3.52,3.71,-,7.33,8.36,8.32,8.65,9.02,9.28,8.66,8.14,5.13,5.01,4.91,4.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.54,5.12,5.85,5.92,5.93,5.49,5.48,5.75,4.61,4.08,3.9,3.41,-
JEMBER,5.67,3.3,2.71,0.73,-0.25,2.03,2.93,3.15,4.11,3.92,3.51,4.26,-,6,3.16,2.59,0.08,-1.17,1.51,2.68,2.94,4.11,3.85,3.46,4.38,-,2.68,2.79,2.59,2.66,2.93,3.27,2.96,2.92,2.87,1.73,1.23,1.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.92,4.79,3.72,4.81,5.16,5.3,4.96,4.94,4.79,5.81,5.24,5.08,-
BANYUWANGI,3.62,1.61,2.11,0.81,-0.82,1.94,3.04,3.45,4,3.72,3.77,4.15,-,3.74,1.25,1.85,-0.03,-2.08,1.35,2.71,3.5,4.54,4.18,4.24,4.7,-,4.18,4.25,4.29,5.11,4.78,4.68,4.77,4.51,1.64,1.65,1.77,1.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.82,2.82,2.82,4.08,4.33,4.3,4.3,2.86,1.95,1.96,1.96,1.96,-
KAB BOJONEGORO,0.94,-0.1,-0.15,-1.06,-0.39,3.18,3.98,4.09,5.57,5.43,4.73,4.82,-,-0.72,-2.13,-1.73,-2.86,-1.96,2.28,3.48,3.56,5.18,5.41,4.65,4.72,-,10.62,11.55,12.35,12.6,12.76,12.85,10.9,11.13,10.42,7.03,6.12,5.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.47,6.77,1.72,1.72,0.43,1.4,1.4,1.4,4.02,3.87,3.87,4.69,-
KAB GRESIK,4.5,1.62,1.74,0.4,-1.13,1.41,2.81,2.5,2.95,3.07,2.75,3.38,-,4.4,0.9,1.08,-0.53,-2.27,0.89,2.75,2.31,3.02,3.17,2.77,3.49,-,3.71,3.84,3.78,3.79,3.77,3.53,3.06,3.19,2.39,2.38,2.44,2.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.78,6.56,6.34,6.21,4.61,4,3.18,3.44,3.01,3.01,2.89,3.53,-
SUMENEP,2.5,0.31,0.38,-0.81,-0.19,2.22,3.09,3.34,3.96,3.48,2.88,3.44,-,1.54,-1.01,-0.49,-1.88,-1.03,2.06,3.27,3.59,4.52,4,3.07,3.79,-,4.92,4.76,2.41,2.24,2.29,2.86,4.13,4.13,2.11,1.97,1.97,1.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.99,4.85,3.73,3.03,2.72,2.69,1.89,1.95,2.33,1.85,2.38,2.43,-
KOTA KEDIRI,3.39,0.76,0.35,-0.22,-0.49,2.44,2.65,2.39,3.88,3.94,4.11,3.92,-,3.54,0.28,-0.24,-0.82,-1.05,2.59,2.84,2.48,4.56,4.6,4.81,4.59,-,2.56,2.78,2.99,2.68,2.52,2.63,2.71,2.93,1.4,1.36,1.29,1.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.83,2.79,2.04,1.45,1.41,1.39,1.53,1.14,1.29,1.33,1.24,-
KOTA MALANG,3.34,1.13,0.75,0.13,-0.01,2.33,2.63,2.76,4.13,4.03,3.8,3.64,-,3.25,0.54,-0.06,-0.83,-1.07,1.74,2.12,2.48,4.01,4.06,3.75,3.62,-,3.63,3.94,3.97,4.71,5.24,5.4,5.9,4.03,3.62,3.44,3.35,2.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.84,4.03,5.31,5.06,5.1,4.98,4.32,4.11,5.37,4.21,4.49,4.43,-
KOTA PROBOLINGGO,4.09,2.33,1.84,0.8,0.56,2.52,3.02,2.81,3.57,3.4,2.8,3.24,-,2.96,0.79,0.31,-0.86,-1.15,1.3,2.06,2.21,3.42,3.22,2.57,3.26,-,18.67,17.53,17.81,17.04,17.08,16.46,14.29,10.25,6.6,5.19,3.65,2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.71,5.26,4.61,4.09,3.84,3.89,3.83,3.02,3.07,3.56,3.69,3.49,-
KOTA MADIUN,3.71,1.17,0.54,0.18,-0.12,3.05,3.98,3.42,4.02,3.93,3.39,4.6,-,2.93,-0.22,-1,-1.27,-1.6,2.35,3.42,3.2,4.04,4.14,3.51,4.98,-,5.66,5.99,5.86,5.38,5.57,5.6,5.89,2.82,2.36,1.69,1.65,1.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.4,8.9,9.29,7.96,7.41,6.43,6.76,5.55,5.23,4.22,3.91,3.93,-
KOTA SURABAYA,4.38,2.04,1.89,0.6,0.36,2.81,3.34,3.45,4.74,4.47,4.18,4.6,-,4.16,1.31,1.08,-0.49,-0.83,2.1,3.06,3.3,4.99,4.82,4.48,5,-,5.48,5.77,6.58,6.75,6.87,6.72,5.61,4.82,3.39,2.08,1.86,1.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.14,4.83,4.66,4.45,4.55,5.27,3.59,3.4,4.02,3.86,3.9,3.83,-
KAB PANDEGLANG,3.85,1.18,1.68,1.27,2.82,4.54,5.84,4.74,5.58,5.81,4.62,5.19,-,3.31,0.04,0.27,0.05,1.68,3.88,5.69,4.47,5.6,5.79,4.32,5.01,-,13.47,13.23,15.94,12.5,15.18,12.97,10.12,9.55,7.06,7.6,7.6,7.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.62,2.97,4.39,4.12,4.13,4.49,4.49,3.88,4.61,4.93,4.93,5.11,-
KAB LEBAK,3.58,1.76,1.93,2.27,2.31,3,3.94,2.6,4.06,4.58,4.51,3.99,-,3.12,0.89,1.09,1.51,1.18,2.2,3.34,1.37,3.76,4.62,4.6,4.05,-,9.04,9.08,8.57,7.98,10.65,8.91,9.06,11.87,3.44,2.64,0.84,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16,3.08,3.61,3.99,4.61,4.71,4.8,5.07,6.48,5.71,6.43,5.71,-
KOTA TANGERANG,2.73,1.96,0.66,1.14,0.79,1.44,3.05,2.57,4.29,4.99,4.43,4.7,-,1.07,0.03,-1.1,-0.25,-0.81,0.1,2.34,2.02,3.93,4.9,4.51,4.68,-,12.56,13.51,10.8,10.57,11.21,10.82,9.42,6.41,6.13,5.19,3.91,5.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.41,7.41,5.95,4.21,4.31,3.99,3.19,3.37,5.27,5.48,4.31,4.31,-
KOTA CILEGON,3.3,0.8,1.16,1.05,-0.39,1.61,3.2,3.04,4.15,3.76,3.61,3.74,-,2.17,-0.72,-0.25,-0.61,-2.41,0,2.05,1.94,3.72,3.92,3.6,3.76,-,9.15,9.86,9.86,11.35,11.5,12.43,10.85,9.79,4.63,3.49,3.2,2.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.16,4,3.99,4.48,3.93,4.05,4.89,4.84,6.07,3.09,3.9,4.1,-
KOTA SERANG,4.77,0.81,0.84,0.24,0.23,0.96,3.15,3.29,4.13,5.11,4.22,4.37,-,3.35,-1.92,-1.45,-2.28,-1.99,-0.69,2.79,2.81,4.25,5.93,4.65,4.6,-,6.77,6.07,6.44,6.4,5.64,4.64,1.27,0.41,0.2,0.5,-1.82,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.62,9.9,7.94,8.07,6.78,5.91,5.47,6.46,5.51,4.25,5.4,5.5,-
KAB TABANAN,9.23,5.87,5.28,4.3,2.5,6.52,7.59,4.67,2.79,3.61,2.87,4.53,-,9.06,4.89,4.33,3.19,0.97,5.91,7.25,4.78,2.68,3.72,2.72,4.79,-,10.54,10.54,10.54,10.54,10.54,10.54,10.54,0,0.21,0.21,1.3,1.68,-,-1.08,-1.76,-0.9,-0.9,-1.67,-2.39,-2.83,-2.64,-0.05,-0.05,4.23,6.06,-,9.6,10.02,8.81,8.37,8.33,8.15,8.15,7.41,5.41,5.2,5,4.81,-
KAB BADUNG,10.24,6.39,4.79,3.69,1.56,5.04,5.74,4.45,3.41,3.71,2.49,4.42,-,10.59,5.91,3.96,2.76,0.16,4.35,5.38,4,3.17,4.06,2.52,4.84,-,6.77,8.06,8.39,8.37,8.37,8.37,6.89,6.75,6.13,2.1,1.33,1.46,-,1.12,1.22,1.07,0.83,0.83,0.81,0.81,0.62,0.61,0.61,0.52,0.52,-,11.7,9.91,9.76,8.49,8.5,8.41,8.41,6.52,2.16,2.22,3.96,4.19,-
SINGARAJA,8.69,5.87,3.34,2.76,2.89,5.79,6.59,5.84,5.07,5.22,3.72,4.7,-,8.72,5.54,2.59,1.93,1.95,5.5,6.63,5.78,5.1,5.46,3.76,4.94,-,6.07,5.41,5.27,4.85,3.83,2.69,1.41,1.86,0.43,-1.06,-2.06,-1.54,-,8.56,0,0,0,0,0,0,0,0,0,0,0,-,10.42,9.38,8.92,8.92,10.92,10.92,10.36,9.54,8.46,7.96,7.76,7.44,-
KOTA DENPASAR,6.29,4.3,4.07,2.37,1.72,4.51,5.38,4.86,6.56,5.58,5.03,5.5,-,6.58,4.04,3.17,1.11,0.29,3.82,5.19,4.59,6.59,5.38,4.77,5.66,-,6.42,6.62,9.54,9.95,9.99,7.95,6.56,6.35,6.94,7.48,6.71,4.44,-,2.2,1.96,3.5,1.44,1.44,5.6,4.29,4.46,4.56,4.56,4.56,4.56,-,3.86,3.94,5.86,5.09,5.09,6.54,5.66,5.45,5.89,5.13,5.27,5.35,-
KAB SUMBAWA,1.35,1.88,0.39,0.36,1.34,4.12,4.96,2.79,3.19,3.34,2.73,2.72,-,0.88,1.55,-0.43,-0.57,0.89,4.43,5.71,2.74,3.1,3.61,2.88,2.86,-,0.84,0.87,0.87,0.82,0.82,0.82,0.82,0.06,0.06,0.06,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.95,4.02,4.36,4.85,3.74,4.25,3.32,4.3,5.06,3.61,3.28,3.28,-
KOTA MATARAM,5.11,2.45,3.01,2.24,0.94,3.06,5.48,4.93,6.17,6.09,4.86,5.36,-,5.07,1.88,2.39,1.55,0.1,2.79,5.73,4.98,6.34,6.2,4.8,5.56,-,5.48,5.29,6.81,6.99,6.52,5.96,5.6,5.66,6.21,5.67,4.77,4.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.14,5.04,5.17,4.26,3.42,2.7,3.1,3.73,4.75,5.65,5.47,4.68,-
KOTA BIMA,1.94,0.61,0.61,0.48,-0.38,1.57,3.48,1.9,1.41,1.89,1.84,2.33,-,0.67,-1.24,-1.14,-1.22,-2.22,0.26,2.68,0.85,0.16,0.75,0.63,1.25,-,7.4,9.44,9.17,8.83,8.79,8.51,8.54,8.68,8.48,8.18,8.45,8.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.04,6.14,5.84,5.5,4.72,4.78,4.82,3.56,3.98,4.36,4.56,4.83,-
WAINGAPU,8.53,9.59,7.64,5.82,4.39,6.49,5.68,2.41,1.26,3.4,3.65,5.26,-,9.19,9.76,7.51,5.47,3.75,6.21,5.25,1.76,0.19,2.56,2.72,4.61,-,2.06,5.06,9.88,6.8,6.8,6.8,6.8,6.23,6.23,8.01,10.19,8.96,-,5.43,5.43,0,-2.66,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-,6.21,10.32,7.95,8.36,8.54,8.83,8.82,5.93,7.5,7.84,8.25,8.85,-
KAB TIMOR TENGAH SELATAN,-0.18,3.94,4.45,6.56,6.91,7.76,10.5,8.42,6.07,4.04,3.93,2.47,-,-1.57,3.05,3.52,5.28,5.9,6.94,10.21,8.11,5.38,3.03,2.87,2.02,-,16.16,16.16,18.38,27.09,28.92,29.03,29.24,23.05,23,23.16,23.05,7.42,-,-1.66,-1.66,-1.66,-1.66,0,0,0,0,0,0,0,0,-,7.62,7.9,7.91,10.47,6.55,5.8,4.65,4.47,4.33,4.3,4.72,4.38,-
MAUMERE,5.33,7.05,9.18,4.99,3.43,6.76,8.45,9.19,6.27,2.86,2.14,-0.31,-,5.28,7.31,9.8,4.8,3.34,7.25,9.24,10.04,6.51,2.46,1.87,-1.04,-,1.82,1.99,2.34,3.11,3.32,3.39,3.42,3.18,4.15,3.63,2.71,3.15,-,4.01,7.6,4.7,4.7,1.21,1.21,1.21,1.21,1.21,1.21,-4.62,-4.62,-,8.95,8.23,8.52,8.5,4.71,4.78,4.95,5.95,6.01,6.48,4.88,4.96,-
KAB NGADA,2.93,4.53,4.39,4.03,2.11,2.37,7.15,8.61,8.1,5.3,3.4,2.72,-,3.02,5.02,4.84,4.45,2.18,2.49,8.02,9.68,9.06,5.99,3.79,3.03,-,1.94,1.73,1.73,0.9,1.59,1.61,1.5,1.07,1.07,-3.91,-3.91,-6.64,-,0,0,0,0,0,0,0,0,0,0,0,0,-,2.92,1.61,1.76,1.82,1.82,1.84,2.23,2.84,3.27,3.75,3.66,4.8,-
KOTA KUPANG,2.88,3.13,1.16,0.91,-0.47,-0.93,2.91,3.07,2.57,2.05,3.34,3.18,-,1.77,2.08,-0.2,-0.42,-1.77,-2.28,2.31,2.49,1.81,1.65,3.2,3.61,-,9.39,9.22,9.43,9.51,7.63,6.35,6.25,6.05,5.8,1.5,1.52,-0.73,-,3.89,3.89,3.89,3.89,3.89,2.79,2.79,2.79,0,0,0,0,-,8.74,8.74,8.31,7.38,5.84,6.14,6.14,6.24,7.08,5.87,5.89,2.31,-
KAB KETAPANG,3.7,4.39,3.82,3.01,1.9,2.43,4.65,4.86,5.04,5.32,4.4,3.36,-,3.63,4.4,3.67,2.67,1.42,2.06,4.7,4.98,5.21,5.54,4.66,3.42,-,4.05,4.25,4.99,5.92,5.92,5.24,5.09,4.96,5.27,4.81,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2,4.27,4.47,4.28,3.72,4.1,3.99,3.76,3.36,3.7,3.3,3.2,-
SINTANG,3.81,3.2,2.06,1.71,0.63,1.91,3.75,3.74,2.67,2.51,2.72,2.05,-,3.44,2.65,1.31,1.05,-0.32,1.37,3.52,3.54,2.31,2.24,2.49,1.71,-,1.51,2.9,2.77,2.58,4.43,5.1,4.89,4.87,4.85,4.85,4.85,4.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.08,8.09,8.26,7.03,7.03,4.84,5,4.84,4.5,3.55,3.57,3.57,-
KAB KAYONG UTARA,4.34,4.18,2.84,2.34,1.37,1.37,3.32,4.07,3.71,3.66,4.15,4.01,-,4.03,3.86,2.53,1.96,0.48,0.61,2.57,3.64,3.11,3.07,3.53,3.38,-,4.71,4.71,4.84,4.72,7.16,7.48,7.48,3.31,3.57,3.47,5.96,5.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.84,6.59,4.73,4.73,6.7,5.65,7.88,7.68,8.39,8.39,8.33,8.33,-
KOTA PONTIANAK,2.92,3.24,2.31,0.53,-2.22,0.03,3.56,3.9,2.61,3.59,3.53,2.32,-,2.56,3,2.07,-0.07,-3.24,-0.45,3.84,4.42,2.88,4.13,4.02,2.59,-,9.61,8.72,7.08,7.79,7.3,5.66,4.67,2.02,1.99,1.33,0.93,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.19,2.19,1.61,1.61,1.03,0.77,0.75,0.76,0.78,0.67,1.04,1,-
KOTA SINGKAWANG,4.13,4.27,3.13,1.77,0.91,1.89,3,3.3,2.45,2.6,3.06,2.84,-,3.66,3.97,2.59,0.84,0.32,1.54,2.87,3.24,2.32,2.49,3.04,2.77,-,5.16,5.71,5.47,5.68,5.6,4.67,4.53,4.62,2.79,2.61,2.03,1.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.86,5.68,6.03,6.72,3.34,3.24,3.39,3.26,3.08,3.25,3.46,3.52,-
SAMPIT,2.67,2.94,1.74,-0.19,-1.71,-0.15,2.88,3.19,3.75,3.7,2.39,2.43,-,1.46,1.88,0.33,-2.04,-3.89,-1.97,1.83,2.23,3.59,3.58,1.91,2.09,-,11.16,10.58,11.34,11.32,11.11,11.16,11.16,11.28,4.14,4.33,4.28,3.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.96,5.57,5.66,5.58,5.49,5.39,5.25,4.98,4.47,4.08,4.09,3.85,-
KAB KAPUAS,3.72,4.76,4.25,2.6,-0.49,0.65,3.92,3.08,3.25,3.84,3.54,4.88,-,3.93,5.07,4.47,2.61,-1.16,0.29,3.34,2.35,2.41,3.11,2.85,4.54,-,-1.66,-1.34,-1.51,-1.26,-1.27,-0.92,7.38,8.08,8.2,8.2,8.37,8.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.68,5.55,5.33,4.29,4.29,3.71,6.06,5.46,6.29,6.44,5.78,5.57,-
KAB SUKAMARA,3.12,4.18,2.84,1.76,0.27,0.98,2.64,3.32,3.48,3.77,3.29,4.45,-,2.48,3.81,1.87,0.43,-1.52,-0.56,1.48,2.36,2.77,3.17,2.56,4.12,-,8.64,8.53,10.4,11.43,11.7,12,12.03,10.92,9.96,9.63,9.49,8.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.49,4.4,5.12,5.32,5.67,5.13,5.25,5.43,4.67,4.51,4.62,4.73,-
KOTA PALANGKARAYA,2.34,3.32,2.21,0.78,-0.61,0.46,2.48,2.97,3.45,3.5,2.83,4.17,-,1.65,2.7,1.47,-0.26,-1.87,-0.6,1.72,2.68,3.3,3.46,2.67,4.35,-,7.67,8.24,8.15,9.38,9.59,9.24,9.57,6.5,5.88,4.78,3.65,2.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.1,5.48,4.75,4.39,4.18,4.18,4.31,2.81,2.88,2.85,3.72,3.71,-
KAB TANAH LAUT,4.48,5.61,4.92,1.38,-0.23,0.25,3.24,4.33,3.23,3.35,3.61,2.73,-,4.85,6.22,5.34,1.36,-0.62,-0.12,3.57,4.77,3.3,3.37,3.71,2.61,-,-4.27,-4.15,-3.63,-3.64,-3.42,-3.21,-5.04,-4.78,-1.49,0.55,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.79,5.79,5.87,3.64,3.78,4.14,4.59,5.47,4.67,4.39,4.09,4.38,-
KOTABARU,1.16,1.83,3.59,1.02,0.32,1.36,3.65,5,3.88,3.63,3.86,4.27,-,-0.55,0.21,2.22,-0.86,-0.96,0.26,2.95,4.85,3.46,3.39,3.92,4.42,-,15.08,15.09,16.34,16.75,12.61,13.75,14.06,9.36,9.4,6.42,4.73,4.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.75,7.93,8.34,8.43,4.52,4.25,4.69,4.48,4.69,4.09,3.21,3.21,-
KAB HULU SUNGAI TENGAH,-1.52,-1.26,1.5,-1.27,-2.33,-0.8,2.56,6.31,6.65,5.5,5.65,7.49,-,-2.86,-2.6,0.44,-2.78,-4.18,-2.29,1.56,6.06,5.62,3.77,3.99,6.13,-,11.44,11.9,11.96,12.02,12.6,11.27,11.27,9.44,9.46,9.27,9.27,9.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.63,5.6,6.99,8.08,9.35,8.09,7.54,7.06,14.68,19.86,19.92,19.89,-
TANJUNG,0.43,0.57,0.4,-0.69,-2.09,-0.95,0.61,0.78,1.19,0.17,0.47,1.01,-,-0.78,-0.61,-0.73,-2.06,-3.71,-2.35,-0.25,0.03,0.49,-0.32,0.08,0.71,-,8.35,8.54,10.4,10.39,10.39,10.39,5.99,6.24,6.24,2.14,2.14,2.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.99,5.71,4.19,4.52,4.17,4.04,4.37,3.57,3.62,2.64,2.47,2.66,-
KOTA BANJARMASIN,1.38,1.12,-0.25,-0.48,-1.13,0.87,1.28,1.86,2.55,3.02,3.12,3.85,-,1.11,0.82,-0.76,-1.05,-1.94,0.32,0.95,1.64,2.2,2.73,2.86,3.77,-,2.38,3.47,3.57,3.65,6.22,7.06,5.64,5.51,6.18,6.31,6.27,7.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.57,2.76,2.76,2.98,2.98,2.98,2.01,2.01,3.87,3.87,3.88,2.68,-
KAB BERAU,4.99,2.48,4.66,3.21,1.21,0.56,4.38,4.57,4.26,3.22,6.98,6.83,-,4.22,1.22,3.85,1.97,-0.28,-1.04,3.79,4.42,4.38,2.89,7.61,7.43,-,17.3,17.28,16.95,18.75,18.14,17.49,17.33,11.42,7.11,5.71,3.7,3.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.52,4.52,4.64,5.03,3.99,4.07,2.26,2.17,1.91,4.23,4.47,4.41,-
KAB PENAJAM PASER UTARA,2.45,2.11,3.23,3.23,1.16,1.25,6.61,6.03,5.56,4.15,4.06,3.04,-,1.94,1.53,2.92,2.84,0.39,0.37,6.75,5.99,5.43,4.07,4.05,2.83,-,9.19,9.14,9.02,9.1,9.14,9.13,9.13,8.95,8.95,2.76,1.21,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.87,2.89,2.45,3.08,3.08,4.18,4.18,4.68,4.71,5.67,5.86,5.86,-
KOTA BALIKPAPAN,4.39,4.87,4.37,4.38,1.89,2.95,3.58,3.77,2.74,4.28,5.16,4.58,-,4.14,4.67,4.04,4.06,0.73,2.3,3.48,3.6,1.99,3.67,4.82,4.53,-,4.15,4.64,4.83,4.94,7.72,7.79,4.54,5.93,8.85,11.11,6.95,4.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.73,6.81,6.86,6.8,7.6,4.72,3.62,3.53,4.35,4.22,6.5,5.37,-
KOTA SAMARINDA,2.23,1.76,3.2,2.31,0.56,1.96,3.28,4.09,3.94,3.28,3.04,4.58,-,1.62,0.72,2.58,1.58,-0.5,0.99,2.58,3.35,3.2,2.12,1.62,3.57,-,12.64,17.56,14.95,13.81,13.52,12.26,10.82,11.67,8.57,8.83,10.21,9.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.99,0.89,1.39,1.38,1.4,3.61,4.2,5.26,6.76,8.82,9.48,9.48,-
TANJUNG SELOR,3.84,2.26,2.58,3.33,1.7,1.11,3.99,5,3.02,1.6,2.81,2.73,-,3.19,1.33,1.68,2.5,0.71,0,3.33,4.46,2.18,0.93,2.45,2.86,-,11.56,12.14,12.3,12.45,12.21,12.5,12.48,12.33,12.39,6.29,5.89,2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.33,5.47,5.65,5.82,5.12,5.12,4.94,5.31,5.33,5.2,4.31,1.54,-
KAB NUNUKAN,1.55,3.5,2.31,1.16,1.12,2.49,2.84,2.74,2.24,1.38,1.79,1.4,-,0.14,2.52,1.69,0.25,0.2,1.68,2.82,2.76,2.34,1.44,2.26,1.58,-,-0.22,-0.2,-1.29,-1.29,-1.31,-0.34,-0.4,0.55,-0.73,-0.56,-1.82,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.01,11.1,7.65,7.65,7.65,8.54,4.61,3.67,3.06,1.99,1.06,0.9,-
