150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Tahunan (Y-on-Y) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau (Persen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTA GUNUNGSITOLI,5.15,1.79,0.01,1.76,0.72,-0.58,1.21,3.58,5.79,5.02,5.19,18.02,-,5.75,1.74,-0.44,1.66,0.44,-1.09,0.99,3.67,6.19,5.21,5.44,20.29,-,1.85,3.4,3.4,2.59,2.59,2.94,2.94,3.3,3.3,4.51,3.44,3.18,-,-6.49,-6.49,-6.49,-5.37,-5.37,-5.37,-5.37,-5.37,-8.19,-8.19,-1.82,-1.82,-,1.17,1.17,2.65,2.65,2.65,2.65,2.65,3.25,3.6,3.6,4.11,4.11,-
KAB DHARMASRAYA,4.12,1.02,-1.15,0.83,-1.17,-2.25,3.2,6.44,8.92,8.41,6.43,8.73,-,3.31,-0.63,-3.29,-0.84,-3.17,-3.85,2.87,6.92,10.02,9.39,7.34,10.34,-,7.45,7.68,7.68,7.56,1.8,0.69,0.64,0.64,0.64,0.64,0.64,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.52,8.28,8.47,8.42,8.86,5.44,5.44,5.44,5.45,5.45,3.38,2.81,-
KAB PASAMAN BARAT,7.17,1.72,-2.12,3.81,-2.73,-3.6,2.83,6.24,11.72,12.24,9.17,13.05,-,6.48,0.1,-4.73,2.57,-5.69,-6.82,1.24,5.49,12.54,14.44,10.73,16.08,-,-0.59,-1.61,-1.55,0.88,0.61,0.61,0.66,0.66,0.18,-0.41,-0.41,-0.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.83,9.8,10.06,9.96,10.23,10.23,10.16,10.55,10.55,6.01,4.8,3.64,-
KOTA PADANG,3.39,0.73,-0.82,2.54,-1.83,-3.12,1.5,3.12,6.37,7.04,6.27,8.9,-,3.41,0.01,-1.89,2.41,-3.03,-4.64,0.9,2.98,7.21,8.16,7.12,10.45,-,2.73,3.25,3.95,4.59,4.94,4.66,4.71,4.62,4.02,3.35,3.61,3.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.47,3.52,3,2.44,1.96,1.93,3.35,3.29,3.22,3.05,3.11,3.31,-
KOTA BUKITTINGGI,5.88,2.55,0.2,2.5,-0.45,-1.91,1.59,4.04,8.19,7.93,6.23,7.64,-,5.7,1.53,-1.36,1.49,-1.94,-3.72,0.65,3.69,8.94,8.81,6.93,9.1,-,4.07,4.13,4.22,4.85,4.86,4.41,4.27,4.11,4.11,4.35,2.18,1.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.59,7.7,7.6,7.34,6.13,5.94,5.69,5.91,5.6,4.52,4.12,2.39,-
TEMBILAHAN,4.86,3.3,2.81,2.98,1.02,0.41,4.32,6.91,11.54,9.86,8.47,9.08,-,4.79,2.86,2.59,2.9,0.51,0.01,4.81,7.84,13.49,11.47,9.8,10.54,-,3.69,3.7,4.3,4.43,4.5,4.54,2.45,3.27,3.4,2.6,2.17,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.87,6.03,3.77,2.88,3.11,1.43,1.88,2.52,2.68,2.66,2.67,2.64,-
KAB KAMPAR,4.32,0.57,-0.7,2.16,-1.9,-1.49,4.45,7.41,12.11,9.16,7.3,9.54,-,3.68,-1.03,-2.72,1.03,-3.91,-3.3,4.51,8.22,14.21,10.77,8.37,11.19,-,3.7,3.65,6.55,8.04,7.31,5.53,3.04,3.63,4.1,2.01,2.01,1.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,7.86,8.11,6.64,6.17,5.7,4.43,4.57,4.62,3.62,3.62,3.61,-
KOTA PEKANBARU,3.04,1.66,0.05,2.49,-0.97,-1.87,1.88,5.39,9.52,9.35,7.28,8.36,-,2.71,0.97,-1,1.99,-2.26,-3.43,0.97,5.33,10.51,10.33,8.37,9.71,-,0.93,1.25,1.26,1.17,1.06,1.67,2.37,2.4,2.04,1.93,1.59,1.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.84,6,6,6.04,6.08,6.12,7.05,7.03,7,6.9,3.56,3.54,-
KOTA DUMAI,6.1,3.85,1.19,4.61,-0.17,-0.29,3.79,7.53,11.71,11.24,7.92,8.29,-,5.85,2.91,-0.21,4,-1.62,-1.81,3.44,8,13.58,13.25,8.85,9.45,-,3.66,3.59,3.76,4.7,4.01,4.05,4.11,4.87,3.88,1.91,2.28,2.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.83,9.53,8.37,8.17,6.48,6.65,5.6,6.18,5.25,4.85,5.46,4.68,-
KAB KERINCI,0.94,2.57,-0.05,2.26,0.17,2.7,8.7,8.2,10.82,12.2,9.68,8.82,-,-0.02,1.95,-2.32,1,-1.64,1.29,9.34,8.7,12.15,13.9,10.48,9.23,-,0.85,0.77,20.07,20.07,20.07,20.07,20.07,20.07,19.56,19.56,19.17,19.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.36,5.75,6.86,4.7,4.7,5.84,3.95,3.92,3.74,3.82,4.67,5.16,-
MUARA BUNGO,3.97,1.39,1.13,3.97,1.21,0.98,4.91,6.46,9.09,8.99,7.12,7.18,-,3.38,-0.09,-0.38,3.15,-0.24,-0.6,5.02,7.06,10.46,10.41,7.85,7.94,-,6.84,6.76,5.84,7.63,6.31,6.51,4.98,3.31,1.93,2.15,2.59,2.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.94,6.88,7,6.75,6.55,6.72,4.42,4.61,5.18,4.86,5.28,5.24,-
KOTA JAMBI,2.99,1.5,0.84,2.78,-0.72,-0.65,3.78,5.13,7.64,5.5,5.41,5.36,-,2.6,0.81,0.09,2.35,-1.56,-1.35,3.94,5.74,8.86,6.21,5.83,5.77,-,9.35,9.14,7.62,7.65,4.75,2.3,2.31,1.65,0.7,-0.01,-0.04,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.42,2.85,3.18,3.42,2.87,3.38,3.3,2.59,2.55,3.36,5.43,5.49,-
KAB OGAN KOMERING ILIR,1.4,1.21,2.77,2.9,2.49,2.63,4.47,4.99,5.17,5.21,3.02,2.63,-,0.74,0.51,2.42,2.59,2.04,2.23,4.56,5.31,5.4,5.44,2.66,2.17,-,0.68,0.68,0.68,0.68,0.68,0.68,0.68,-0.73,-0.73,-0.73,-0.73,-0.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.61,4.61,4.83,4.83,4.83,4.83,4.83,4.83,5.43,5.43,5.43,5.43,-
KAB MUARA ENIM,2.68,2.51,5.8,6.38,4.84,4.79,5.26,5.76,6.46,5.47,2.55,2.25,-,1.38,1.27,5.1,5.81,4.16,4.39,5.37,6.51,7.74,6.69,3.01,2.63,-,32.41,28.99,35.27,34.78,27.66,21.24,13.37,4.93,4.93,2.36,1.67,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,0.65,0.45,0.45,0.45,-
KOTA PALEMBANG,3.59,1.92,1.45,1.44,0.81,1.39,4.02,5.07,6.42,6.09,5.16,4.25,-,3.45,1.49,1.06,1.29,0.61,1.35,4.45,5.73,7.33,6.86,5.75,4.64,-,2.27,1.94,1.67,0.69,2.8,1.94,2.19,2.31,1.73,2.38,2,2.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.23,5.23,4.43,2.9,1.56,1.51,1.59,1.37,1.88,2,2.07,2.15,-
KOTA LUBUK LINGGAU,2.17,1.92,2.43,2.11,0.74,1.29,2.95,4.55,5.4,4.65,3.8,3.05,-,1.45,1.19,1.81,1.47,-0.18,0.5,2.58,4.47,5.41,4.75,3.71,2.92,-,9.81,9.8,9.98,10.91,10.14,9.43,7.74,7.06,7.1,5.34,5.36,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.33,4.18,3.98,3.48,3.62,3.65,3.63,4.13,4.63,3.84,3.86,3.77,-
KAB MUKO MUKO,1.47,-2.69,-2.29,-0.33,-2.02,-3.39,1.97,4.14,8.7,9.26,8.1,7.76,-,-0.01,-5.18,-4.42,-1.79,-3.65,-5,1.87,4.56,10.79,11.63,9.94,9.46,-,7.26,7.27,5.45,5.45,4.97,-0.03,0.93,0.96,0.84,0.96,1.57,1.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.53,6.16,5.28,4.73,3.53,2.62,2.58,3.23,2.49,2.18,2.55,2.57,-
KOTA BENGKULU,3.04,0.98,0.05,0.5,-0.64,-0.15,2.26,3.44,6.29,6.84,6.39,6.7,-,2.32,-0.35,-1.05,-0.91,-1.73,-1.48,1.65,3.13,6.95,7.57,7.15,7.57,-,1.44,0.65,-0.05,6.81,1.25,5.59,5.8,5.54,1.99,3.09,1.93,1.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.04,7.66,5.46,5.56,4.09,4.54,4.17,4.33,4.5,4.71,4.23,4.23,-
KAB LAMPUNG TIMUR,3.62,2.39,4.84,6.5,4.28,4.92,6.95,8.01,7.45,6.17,4.92,5.02,-,1.39,-0.1,3.42,5.75,3.11,4.55,7.53,9.83,9.06,7.4,5.69,5.8,-,30.34,30.34,22.93,21.43,22.7,16.06,12.69,0.86,-0.44,0.08,1.41,1.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.83,8.83,7.74,6.29,5.29,3.43,2.23,1.42,2.17,2.16,2.16,2.16,-
KAB MESUJI,5.11,3.54,3.46,4.22,2.35,3.29,4.4,4.64,4.33,3.6,4.03,4.61,-,3.75,1.99,2.31,3.07,0.62,2.24,3.92,5.62,5.57,4.37,4.54,5.31,-,16.16,13.89,8.68,8.8,9.92,8.69,8.84,-1.56,-6.38,-4.94,-1.67,-2.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.4,7.91,7.42,8.5,8.5,6.63,5.43,2.15,2.15,2.64,3.37,3.37,-
KOTA BANDAR LAMPUNG,4.03,2.07,3.17,3.34,1.78,2.38,2.95,1.66,3.58,3.49,3.32,3.31,-,2.84,0.4,1.99,2.2,0.52,1.43,2.41,1.07,3.46,3.42,3.28,3.35,-,14.72,14.85,13.48,13.85,10.35,8.61,5.43,4.91,5.18,5.27,4.33,3.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.78,7.16,6.07,5.78,5.7,5.39,5.04,3.69,3.49,3.1,3.13,2.94,-
KOTA METRO,6.1,2.53,2.74,2.02,1.43,1.47,2.96,2.61,4.56,4.07,3.54,4.32,-,6.35,1.93,2.28,1.49,0.86,0.92,2.78,2.32,5.08,4.32,3.84,4.81,-,9.22,7.68,6.23,6.76,7.1,6.87,7.09,7.39,7.21,9.98,11.28,11.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.21,4.21,4.21,3.45,2.8,2.8,2.8,2.8,1.53,1.51,0.38,0.38,-
TANJUNG PANDAN,6.64,3.58,1.35,0.92,-0.7,4.18,7.5,1.66,4.39,7.9,6.34,4.68,-,7.45,3.52,0.54,0.22,-1.95,4.39,9.01,1.49,4.7,9.39,7.53,5.43,-,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.46,1.46,1.46,-0.07,-1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.63,4.63,5.09,4.07,4.44,4.1,2.78,2.55,3.92,3.37,3.21,3.21,-
KAB BANGKA BARAT,0.61,-1.24,-0.05,1.22,-0.1,-0.01,1.83,3.41,4.49,5.33,6.8,7.82,-,-0.4,-2.7,-1.03,0.38,-1.27,-0.48,1.77,3.61,4.98,5.79,7.62,8.81,-,2.37,3.96,2.15,2.39,2.56,2.56,2.4,2.49,1.59,1.9,1.76,1.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,6.17,5.4,6.13,6.19,1.84,1.98,2.64,2.75,3.92,3.97,4.36,-
KAB BELITUNG TIMUR,3.23,2.62,0.17,1.05,-1.74,1.85,6.67,3.28,3.88,6.89,7.53,5.2,-,3.77,3,-0.1,1,-2.6,1.92,8.05,3.66,4.43,8.26,9.24,6.23,-,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,0.96,0.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53,0.53,0.53,0.53,1.03,1.03,1.03,1.42,1.42,1.44,1.44,1.44,-
KOTA PANGKAL PINANG,4.23,2.49,1.31,3.71,1.34,2.12,4.29,3.54,6.08,6,8.1,7.16,-,2.66,0.39,-1.05,2.03,-0.58,0.55,4.05,3.3,6.9,6.78,9.66,8.46,-,14.32,14.69,14.73,13.47,13.46,12.7,8.03,5.4,4.96,4.68,2.32,1.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.86,9.32,9.17,9.23,7.04,6.54,4.16,4.06,2.62,2.82,2.82,2.98,-
KAB KARIMUN,6.24,3.26,0.83,4.84,0.93,-1.45,-0.73,2.98,5,4.16,3.96,4.42,-,5.82,2.42,-0.4,4.57,-0.08,-2.52,-1.6,2.92,5.53,4.52,4.23,4.8,-,5.64,5.41,6.4,6.18,5.36,5.36,4.13,4.2,0.71,0.71,0.86,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.8,8.53,7.05,6,6.04,2.82,3.03,2.85,3.6,3.6,3.65,3.68,-
KOTA BATAM,3.65,3.74,2.63,4.14,0.76,-0.23,1.66,3.32,4.94,5.35,4.32,5.17,-,3.59,3.68,2.3,4.09,-0.12,-1.24,0.85,2.86,4.87,5.42,4.25,5.33,-,2.76,2.45,2.56,2.25,2.74,2.19,3.06,3,2.55,1.82,1.81,1.69,-,-0.91,1.8,1.85,1.78,1.78,1.78,0.73,0.03,0.01,0.01,1.63,1.63,-,5.01,5.26,5.53,6.02,7.01,6.89,7.65,7.58,7.39,7.5,6.72,6.48,-
KOTA TANJUNG PINANG,3.66,3.41,1.65,2.82,-0.53,-1.17,1.19,2.37,4.18,4.47,3.69,4.97,-,3.07,2.68,0.75,2.13,-1.68,-2.46,0.3,1.84,4.1,4.64,3.73,5.3,-,4.46,4.98,4.28,4.34,4.56,4.03,3.85,3.5,3.59,1.4,1.42,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.82,8.12,7.25,7.23,5.49,5.83,6.27,5.67,5.08,4.96,4.59,4.59,-
KOTA JAKARTA,3.57,1.63,2,2.32,1.93,2.54,3.87,3.52,4.47,4.72,3.94,3.67,-,3.4,1.07,1.57,2.05,1.61,2.33,4.08,3.7,4.96,5.36,4.5,4.17,-,5.01,4.16,4.09,3.58,3.44,3.68,3.54,2.95,2.29,1.76,1.3,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,3.57,3.47,3.23,3.05,3.07,2.51,2.72,2.93,2.79,2.16,2,-
KAB BANDUNG,2.5,1.5,1.67,1.76,1.06,1.46,2,2.11,3.07,3.6,2.65,3.08,-,1.99,0.64,1,0.92,-0.08,0.35,1.24,1.59,2.96,3.89,2.81,3.36,-,1.63,2.48,2.82,4.67,7.56,8.38,7.85,6.54,6.07,4.99,3.7,3.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.83,5.83,4.84,4.84,3.69,3.69,2.91,2.36,1.91,1.24,1.21,1.21,-
KAB MAJALENGKA,3.04,1.34,0.77,1.25,2.17,2.46,3.51,3.56,4.1,4.13,4.18,3.6,-,2.4,-0.01,-0.72,-0.17,1.1,1.52,3.14,3.68,4.4,4.54,4.65,3.73,-,7.61,7.66,7.35,7.84,7.66,7.85,5.74,1.46,1.54,1.52,0.84,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.59,3.91,3.91,4.06,3.99,3.82,3.97,4.09,4.16,3.8,3.96,4.44,-
KAB SUBANG,0.42,0.3,1.22,0.36,1.36,2.92,2.3,2.06,3.24,3.46,2.9,2.98,-,-0.67,-1.19,-0.31,-1.47,0.02,2.05,1.66,1.45,3,3.56,2.91,2.97,-,4.59,6.78,9.4,9.46,9.21,9.54,6.18,5.37,5.16,4.58,3.91,4.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.11,3.49,3.58,3.58,2.77,2.77,2.77,2.77,3.08,2.22,2.22,2.22,-
KOTA BOGOR,4.94,1.99,1.93,1.37,0.43,2.28,3.7,3.62,4.51,5.17,4.61,4,-,4.4,0.72,0.75,0.14,-0.97,1.13,3.06,3.28,4.96,5.71,5.02,4.18,-,1.9,2.83,2.02,2.05,2.52,3.94,3.12,3,0.59,-0.22,-0.15,-0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.53,10.47,10.3,9.73,8.97,9.18,8.38,6.16,4.02,4.82,4.7,5.35,-
KOTA SUKABUMI,5.02,4.25,4.17,3.52,3.6,5.32,6.15,6.02,6.71,6.72,6.57,4.38,-,4.02,2.29,2.18,1.26,1.4,3.3,4.4,4.21,5.07,5.43,5.21,3.15,-,13.69,13.2,13.76,14.24,13.7,15.32,14.52,14.03,14.04,10.54,10.12,5.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.65,9.31,9.19,9.34,9.4,10.14,10.37,10.7,10.76,10.83,11.09,9.68,-
KOTA BANDUNG,4.42,2.93,2.58,1.58,0.69,1.51,2.21,1.81,3.01,3.53,3.47,3.69,-,3.92,1.92,1.79,0.9,-0.24,0.97,2.13,1.76,3.73,4.48,4.3,4.6,-,4.42,4.74,4.38,2.35,2.06,2.7,2.09,1.66,0.38,-0.52,-0.78,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,5.72,4.6,3.62,3.26,2.88,2.52,2.08,1.59,1.91,2.22,2.27,-
KOTA CIREBON,2.63,0.69,1.06,-0.72,-0.28,1.99,4.03,3.47,4.92,5.28,5.08,5.04,-,2.05,-0.4,0.23,-1.83,-1.28,1.44,3.94,3.14,4.84,5.28,5.05,4.99,-,0.24,0.77,1.05,0.7,0.55,0.82,0.8,1.31,2.4,2.74,2.69,2.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.56,7.83,6.61,5.87,5.87,6.09,6.1,6.54,6.58,6.39,6.39,6.39,-
KOTA BEKASI,3.68,1.58,0.74,1.4,-0.03,1.06,1.7,1.2,2.92,4.84,4.94,4.75,-,3.84,1.08,-0.05,0.79,-0.75,0.62,1.42,0.9,3.07,5.31,5.28,4.97,-,3.6,4.67,5.7,5.41,5.53,5.53,5.38,4.73,5.51,5.44,6.32,6.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.66,2.68,2.68,2.68,0.91,0.96,0.96,0.78,0.23,1.42,1.87,1.91,-
KOTA DEPOK,3.2,0.92,1.35,1.88,1.47,2.86,4.03,2.68,3.57,4.18,3.61,3.63,-,2.18,-0.84,-0.47,0.22,-0.26,1.36,2.72,2.35,3.36,4.23,3.57,3.47,-,10.99,12.47,13.95,13.92,13.63,14.78,16.14,6.22,6.68,6.45,5.6,6.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,2.67,2.78,2.82,2.57,2.66,2.77,1.81,2.34,2.25,2.3,2.19,-
KOTA TASIKMALAYA,3.97,1.47,0.77,0.29,0.71,1.56,2.17,1.61,2.74,3.43,3.32,3.2,-,2.82,-0.71,-1.69,-2.17,-1.53,-0.33,0.6,0.6,2.3,3.47,3.53,3.44,-,10.72,12.1,11.96,11.97,11.71,11.01,10.07,4.6,3.43,2.06,1.89,1.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.35,5.53,6,5.18,4.81,4.89,4.83,4.38,4.18,4.06,3.24,2.93,-
CILACAP,5.35,3.17,2.89,2.35,0.75,3.1,3.88,3.84,4.84,4.51,4.07,3.98,-,5.27,2.38,2,1.35,-0.58,2.6,3.6,3.73,5.54,5.21,4.56,4.49,-,8.3,8.88,9.3,9.43,9.13,8.22,8.15,7.13,1.86,1.54,1.59,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.35,4.51,4.41,4.04,3.51,3.23,3.23,2.9,2.95,2.6,2.9,2.68,-
PURWOKERTO,3.69,1.75,1.81,1.41,0.17,2.14,2.97,2.93,3.98,3.99,3.62,3.48,-,3.44,1.01,1.13,0.7,-0.68,1.74,2.9,2.92,4.26,4.24,3.77,3.5,-,6.19,6.38,6.78,6.65,7.24,6.77,5.08,4.93,4.08,3.57,3.46,3.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.93,3.99,3.5,3.18,1.9,2.31,2.34,2.05,2.32,2.83,2.87,3.38,-
