region,month,inflation,year,date
SAMPIT,Maret,4.13,2026,3/1/2026
SAMPIT,April,5.08,2026,4/1/2026
SAMPIT,Mei,5.87,2026,5/1/2026
KAB KAPUAS,Januari,2.32,2026,1/1/2026
KAB KAPUAS,Februari,4.42,2026,2/1/2026
KAB KAPUAS,Maret,5.32,2026,3/1/2026
KAB KAPUAS,April,5.81,2026,4/1/2026
KAB KAPUAS,Mei,8.62,2026,5/1/2026
KAB SUKAMARA,Januari,1.25,2026,1/1/2026
KAB SUKAMARA,Februari,3.79,2026,2/1/2026
KAB SUKAMARA,Maret,4.01,2026,3/1/2026
KAB SUKAMARA,April,4.66,2026,4/1/2026
KAB SUKAMARA,Mei,5.87,2026,5/1/2026
KOTA PALANGKARAYA,Januari,3.53,2026,1/1/2026
KOTA PALANGKARAYA,Februari,4.24,2026,2/1/2026
KOTA PALANGKARAYA,Maret,5.2,2026,3/1/2026
KOTA PALANGKARAYA,April,5.88,2026,4/1/2026
KOTA PALANGKARAYA,Mei,7.38,2026,5/1/2026
KAB TANAH LAUT,Januari,0.94,2026,1/1/2026
KAB TANAH LAUT,Februari,3.21,2026,2/1/2026
KAB TANAH LAUT,Maret,5.9,2026,3/1/2026
KAB TANAH LAUT,April,6.5,2026,4/1/2026
KAB TANAH LAUT,Mei,9.12,2026,5/1/2026
KOTABARU,Januari,3.78,2026,1/1/2026
KOTABARU,Februari,3.75,2026,2/1/2026
KOTABARU,Maret,1.83,2026,3/1/2026
KOTABARU,April,4.07,2026,4/1/2026
KOTABARU,Mei,5.04,2026,5/1/2026
KAB HULU SUNGAI TENGAH,Januari,6.44,2026,1/1/2026
KAB HULU SUNGAI TENGAH,Februari,9.22,2026,2/1/2026
KAB HULU SUNGAI TENGAH,Maret,5.83,2026,3/1/2026
KAB HULU SUNGAI TENGAH,April,6.45,2026,4/1/2026
KAB HULU SUNGAI TENGAH,Mei,9.46,2026,5/1/2026
TANJUNG,Januari,0.11,2026,1/1/2026
TANJUNG,Februari,2.75,2026,2/1/2026
TANJUNG,Maret,4.26,2026,3/1/2026
TANJUNG,April,5.15,2026,4/1/2026
TANJUNG,Mei,5.69,2026,5/1/2026
KOTA BANJARMASIN,Januari,2.09,2026,1/1/2026
KOTA BANJARMASIN,Februari,3.21,2026,2/1/2026
KOTA BANJARMASIN,Maret,4.48,2026,3/1/2026
KOTA BANJARMASIN,April,3.66,2026,4/1/2026
KOTA BANJARMASIN,Mei,4.27,2026,5/1/2026
KAB BERAU,Januari,3.76,2026,1/1/2026
KAB BERAU,Februari,3.95,2026,2/1/2026
KAB BERAU,Maret,2.94,2026,3/1/2026
KAB BERAU,April,3.36,2026,4/1/2026
KAB BERAU,Mei,5.63,2026,5/1/2026
KAB PENAJAM PASER UTARA,Januari,-0.05,2026,1/1/2026
KAB PENAJAM PASER UTARA,Februari,1.98,2026,2/1/2026
KAB PENAJAM PASER UTARA,Maret,2.76,2026,3/1/2026
KAB PENAJAM PASER UTARA,April,2.27,2026,4/1/2026
KAB PENAJAM PASER UTARA,Mei,2.42,2026,5/1/2026
KOTA BALIKPAPAN,Januari,1.95,2026,1/1/2026
KOTA BALIKPAPAN,Februari,2.57,2026,2/1/2026
KOTA BALIKPAPAN,Maret,2.29,2026,3/1/2026
KOTA BALIKPAPAN,April,1.02,2026,4/1/2026
KOTA BALIKPAPAN,Mei,3.32,2026,5/1/2026
KOTA SAMARINDA,Januari,2.36,2026,1/1/2026
KOTA SAMARINDA,Februari,4.52,2026,2/1/2026
KOTA SAMARINDA,Maret,3.5,2026,3/1/2026
KOTA SAMARINDA,April,2.53,2026,4/1/2026
KOTA SAMARINDA,Mei,4.44,2026,5/1/2026
TANJUNG SELOR,Januari,-1.22,2026,1/1/2026
TANJUNG SELOR,Februari,0.84,2026,2/1/2026
TANJUNG SELOR,Maret,0.96,2026,3/1/2026
TANJUNG SELOR,April,0.78,2026,4/1/2026
TANJUNG SELOR,Mei,1.2,2026,5/1/2026
KAB NUNUKAN,Januari,0.01,2026,1/1/2026
KAB NUNUKAN,Februari,1.68,2026,2/1/2026
KAB NUNUKAN,Maret,1.28,2026,3/1/2026
KAB NUNUKAN,April,1.54,2026,4/1/2026
KAB NUNUKAN,Mei,1.51,2026,5/1/2026
KOTA TARAKAN,Januari,0.84,2026,1/1/2026
KOTA TARAKAN,Februari,0.37,2026,2/1/2026
KOTA TARAKAN,Maret,1.48,2026,3/1/2026
KOTA TARAKAN,April,1.94,2026,4/1/2026
KOTA TARAKAN,Mei,2,2026,5/1/2026
KAB MINAHASA SELATAN,Januari,-1.27,2026,1/1/2026
KAB MINAHASA SELATAN,Februari,2.18,2026,2/1/2026
KAB MINAHASA SELATAN,Maret,-2.15,2026,3/1/2026
KAB MINAHASA SELATAN,April,0.24,2026,4/1/2026
KAB MINAHASA SELATAN,Mei,-0.18,2026,5/1/2026
KAB MINAHASA UTARA,Januari,-1.27,2026,1/1/2026
KAB MINAHASA UTARA,Februari,-0.33,2026,2/1/2026
KAB MINAHASA UTARA,Maret,-4.83,2026,3/1/2026
KAB MINAHASA UTARA,April,-1.41,2026,4/1/2026
KAB MINAHASA UTARA,Mei,-1.12,2026,5/1/2026
KOTA MANADO,Januari,4.55,2026,1/1/2026
KOTA MANADO,Februari,6.75,2026,2/1/2026
KOTA MANADO,Maret,3.5,2026,3/1/2026
KOTA MANADO,April,4.3,2026,4/1/2026
KOTA MANADO,Mei,4.14,2026,5/1/2026
KOTA KOTAMOBAGU,Januari,0.78,2026,1/1/2026
KOTA KOTAMOBAGU,Februari,3.95,2026,2/1/2026
KOTA KOTAMOBAGU,Maret,-1.18,2026,3/1/2026
KOTA KOTAMOBAGU,April,2.81,2026,4/1/2026
KOTA KOTAMOBAGU,Mei,1.91,2026,5/1/2026
LUWUK,Januari,8.88,2026,1/1/2026
LUWUK,Februari,9.91,2026,2/1/2026
LUWUK,Maret,11.73,2026,3/1/2026
LUWUK,April,8.39,2026,4/1/2026
LUWUK,Mei,8.41,2026,5/1/2026
KAB MOROWALI,Januari,1.55,2026,1/1/2026
KAB MOROWALI,Februari,3.5,2026,2/1/2026
KAB MOROWALI,Maret,2.44,2026,3/1/2026
KAB MOROWALI,April,3.83,2026,4/1/2026
KAB MOROWALI,Mei,3.53,2026,5/1/2026
KAB TOLI TOLI,Januari,8.81,2026,1/1/2026
KAB TOLI TOLI,Februari,10.56,2026,2/1/2026
KAB TOLI TOLI,Maret,5.25,2026,3/1/2026
KAB TOLI TOLI,April,0.87,2026,4/1/2026
KAB TOLI TOLI,Mei,2.3,2026,5/1/2026
KOTA PALU,Januari,2.38,2026,1/1/2026
KOTA PALU,Februari,4.04,2026,2/1/2026
KOTA PALU,Maret,0.28,2026,3/1/2026
KOTA PALU,April,1.41,2026,4/1/2026
KOTA PALU,Mei,2.69,2026,5/1/2026
BULUKUMBA,Januari,3.65,2026,1/1/2026
BULUKUMBA,Februari,4.74,2026,2/1/2026
BULUKUMBA,Maret,4.41,2026,3/1/2026
BULUKUMBA,April,4.78,2026,4/1/2026
BULUKUMBA,Mei,4.92,2026,5/1/2026
WATAMPONE,Januari,4.36,2026,1/1/2026
WATAMPONE,Februari,6.76,2026,2/1/2026
WATAMPONE,Maret,6.53,2026,3/1/2026
WATAMPONE,April,7.11,2026,4/1/2026
WATAMPONE,Mei,7.13,2026,5/1/2026
KAB WAJO,Januari,2.71,2026,1/1/2026
KAB WAJO,Februari,4.1,2026,2/1/2026
KAB WAJO,Maret,2.85,2026,3/1/2026
KAB WAJO,April,3.01,2026,4/1/2026
KAB WAJO,Mei,3.91,2026,5/1/2026
KAB SIDENRENG RAPPANG,Januari,4.45,2026,1/1/2026
KAB SIDENRENG RAPPANG,Februari,7.17,2026,2/1/2026
KAB SIDENRENG RAPPANG,Maret,5.95,2026,3/1/2026
KAB SIDENRENG RAPPANG,April,6.38,2026,4/1/2026
KAB SIDENRENG RAPPANG,Mei,5.79,2026,5/1/2026
KAB LUWU TIMUR,Januari,4.72,2026,1/1/2026
KAB LUWU TIMUR,Februari,7.16,2026,2/1/2026
KAB LUWU TIMUR,Maret,6.9,2026,3/1/2026
KAB LUWU TIMUR,April,4.31,2026,4/1/2026
KAB LUWU TIMUR,Mei,5.23,2026,5/1/2026
KOTA MAKASSAR,Januari,3.34,2026,1/1/2026
KOTA MAKASSAR,Februari,8.23,2026,2/1/2026
KOTA MAKASSAR,Maret,7.33,2026,3/1/2026
KOTA MAKASSAR,April,5.18,2026,4/1/2026
KOTA MAKASSAR,Mei,6.78,2026,5/1/2026
KOTA PARE PARE,Januari,7.48,2026,1/1/2026
KOTA PARE PARE,Februari,8.91,2026,2/1/2026
KOTA PARE PARE,Maret,6.26,2026,3/1/2026
KOTA PARE PARE,April,2.89,2026,4/1/2026
KOTA PARE PARE,Mei,5.88,2026,5/1/2026
KOTA PALOPO,Januari,3.56,2026,1/1/2026
KOTA PALOPO,Februari,5.49,2026,2/1/2026
KOTA PALOPO,Maret,2.95,2026,3/1/2026
KOTA PALOPO,April,2.93,2026,4/1/2026
KOTA PALOPO,Mei,2.4,2026,5/1/2026
KAB KONAWE,Januari,3.16,2026,1/1/2026
KAB KONAWE,Februari,1.71,2026,2/1/2026
KAB KONAWE,Maret,0.33,2026,3/1/2026
KAB KONAWE,April,1.91,2026,4/1/2026
KAB KONAWE,Mei,3.86,2026,5/1/2026
KAB KOLAKA,Januari,5.18,2026,1/1/2026
KAB KOLAKA,Februari,5.76,2026,2/1/2026
KAB KOLAKA,Maret,5.65,2026,3/1/2026
KAB KOLAKA,April,4.22,2026,4/1/2026
KAB KOLAKA,Mei,8.26,2026,5/1/2026
KOTA KENDARI,Januari,5.92,2026,1/1/2026
KOTA KENDARI,Februari,5.47,2026,2/1/2026
KOTA KENDARI,Maret,2.59,2026,3/1/2026
KOTA KENDARI,April,2.69,2026,4/1/2026
KOTA KENDARI,Mei,4.66,2026,5/1/2026
KOTA BAU BAU,Januari,7.51,2026,1/1/2026
KOTA BAU BAU,Februari,10.43,2026,2/1/2026
KOTA BAU BAU,Maret,3.97,2026,3/1/2026
KOTA BAU BAU,April,3.75,2026,4/1/2026
KOTA BAU BAU,Mei,8.4,2026,5/1/2026
KAB GORONTALO,Januari,7.88,2026,1/1/2026
KAB GORONTALO,Februari,8.38,2026,2/1/2026
KAB GORONTALO,Maret,2.69,2026,3/1/2026
KAB GORONTALO,April,3.82,2026,4/1/2026
KAB GORONTALO,Mei,7.04,2026,5/1/2026
KOTA GORONTALO,Januari,1.74,2026,1/1/2026
KOTA GORONTALO,Februari,3.24,2026,2/1/2026
KOTA GORONTALO,Maret,1.33,2026,3/1/2026
KOTA GORONTALO,April,2.69,2026,4/1/2026
KOTA GORONTALO,Mei,2.82,2026,5/1/2026
KAB MAJENE,Januari,1.35,2026,1/1/2026
KAB MAJENE,Februari,2.52,2026,2/1/2026
KAB MAJENE,Maret,2.15,2026,3/1/2026
KAB MAJENE,April,1.44,2026,4/1/2026
KAB MAJENE,Mei,2.55,2026,5/1/2026
MAMUJU,Januari,12.35,2026,1/1/2026
MAMUJU,Februari,11.63,2026,2/1/2026
MAMUJU,Maret,6.72,2026,3/1/2026
MAMUJU,April,2.1,2026,4/1/2026
MAMUJU,Mei,1.26,2026,5/1/2026
KAB MALUKU TENGAH,Januari,4.7,2026,1/1/2026
KAB MALUKU TENGAH,Februari,8.59,2026,2/1/2026
KAB MALUKU TENGAH,Maret,4.82,2026,3/1/2026
KAB MALUKU TENGAH,April,5.81,2026,4/1/2026
KAB MALUKU TENGAH,Mei,7.53,2026,5/1/2026
KOTA AMBON,Januari,7.44,2026,1/1/2026
KOTA AMBON,Februari,5.85,2026,2/1/2026
KOTA AMBON,Maret,0.59,2026,3/1/2026
KOTA AMBON,April,2.65,2026,4/1/2026
KOTA AMBON,Mei,2.08,2026,5/1/2026
KOTA TUAL,Januari,12.63,2026,1/1/2026
KOTA TUAL,Februari,6.99,2026,2/1/2026
KOTA TUAL,Maret,9.23,2026,3/1/2026
KOTA TUAL,April,6.63,2026,4/1/2026
KOTA TUAL,Mei,6.6,2026,5/1/2026
KAB HALMAHERA TENGAH,Januari,0.84,2026,1/1/2026
KAB HALMAHERA TENGAH,Februari,2.6,2026,2/1/2026
KAB HALMAHERA TENGAH,Maret,4.27,2026,3/1/2026
KAB HALMAHERA TENGAH,April,3.66,2026,4/1/2026
KAB HALMAHERA TENGAH,Mei,4.73,2026,5/1/2026
KOTA TERNATE,Januari,9.11,2026,1/1/2026
KOTA TERNATE,Februari,11.63,2026,2/1/2026
KOTA TERNATE,Maret,4.72,2026,3/1/2026
KOTA TERNATE,April,2.3,2026,4/1/2026
KOTA TERNATE,Mei,4.49,2026,5/1/2026
MANOKWARI,Januari,3.22,2026,1/1/2026
MANOKWARI,Februari,6.04,2026,2/1/2026
MANOKWARI,Maret,5.57,2026,3/1/2026
MANOKWARI,April,6.5,2026,4/1/2026
MANOKWARI,Mei,7.71,2026,5/1/2026
KAB SORONG,Januari,2.46,2026,1/1/2026
KAB SORONG,Februari,4.3,2026,2/1/2026
KAB SORONG,Maret,5.84,2026,3/1/2026
KAB SORONG,April,2.34,2026,4/1/2026
KAB SORONG,Mei,2.66,2026,5/1/2026
KAB SORONG SELATAN,Januari,3.13,2026,1/1/2026
KAB SORONG SELATAN,Februari,2.64,2026,2/1/2026
KAB SORONG SELATAN,Maret,2.72,2026,3/1/2026
KAB SORONG SELATAN,April,2.84,2026,4/1/2026
KAB SORONG SELATAN,Mei,1.99,2026,5/1/2026
KOTA SORONG,Januari,3.12,2026,1/1/2026
KOTA SORONG,Februari,3.09,2026,2/1/2026
KOTA SORONG,Maret,9.06,2026,3/1/2026
KOTA SORONG,April,7.53,2026,4/1/2026
KOTA SORONG,Mei,6.59,2026,5/1/2026
KOTA JAYAPURA,Januari,1.27,2026,1/1/2026
KOTA JAYAPURA,Februari,0.56,2026,2/1/2026
KOTA JAYAPURA,Maret,4.97,2026,3/1/2026
KOTA JAYAPURA,April,7.41,2026,4/1/2026
KOTA JAYAPURA,Mei,4.27,2026,5/1/2026
MERAUKE,Januari,0.79,2026,1/1/2026
MERAUKE,Februari,1.43,2026,2/1/2026
MERAUKE,Maret,4.08,2026,3/1/2026
MERAUKE,April,3.54,2026,4/1/2026
MERAUKE,Mei,-0.41,2026,5/1/2026
TIMIKA,Januari,-0.94,2026,1/1/2026
TIMIKA,Februari,-0.92,2026,2/1/2026
TIMIKA,Maret,-1.71,2026,3/1/2026
TIMIKA,April,-2.88,2026,4/1/2026
TIMIKA,Mei,-0.84,2026,5/1/2026
KAB NABIRE,Januari,11.71,2026,1/1/2026
KAB NABIRE,Februari,9.94,2026,2/1/2026
KAB NABIRE,Maret,8.41,2026,3/1/2026
KAB NABIRE,April,3.53,2026,4/1/2026
KAB NABIRE,Mei,1.57,2026,5/1/2026
KAB JAYAWIJAYA,Januari,4.12,2026,1/1/2026
KAB JAYAWIJAYA,Februari,-0.95,2026,2/1/2026
KAB JAYAWIJAYA,Maret,5.92,2026,3/1/2026
KAB JAYAWIJAYA,April,7.76,2026,4/1/2026
KAB JAYAWIJAYA,Mei,4.74,2026,5/1/2026
INDONESIA,Januari,1.22,2026,1/1/2026
INDONESIA,Februari,3.7,2026,2/1/2026
INDONESIA,Maret,3.5,2026,3/1/2026
INDONESIA,April,3.1,2026,4/1/2026
INDONESIA,Mei,5.4,2026,5/1/2026
