region,month,inflation,year,date
KAB HULU SUNGAI TENGAH,Maret,6.21,2024,3/1/2024
KAB HULU SUNGAI TENGAH,April,8.13,2024,4/1/2024
KAB HULU SUNGAI TENGAH,Mei,4.3,2024,5/1/2024
KAB HULU SUNGAI TENGAH,Juni,4.67,2024,6/1/2024
KAB HULU SUNGAI TENGAH,Juli,-2,2024,7/1/2024
KAB HULU SUNGAI TENGAH,Agustus,-3.34,2024,8/1/2024
KAB HULU SUNGAI TENGAH,September,0.33,2024,9/1/2024
KAB HULU SUNGAI TENGAH,Oktober,1.63,2024,10/1/2024
KAB HULU SUNGAI TENGAH,November,1.57,2024,11/1/2024
KAB HULU SUNGAI TENGAH,Desember,-1.6,2024,12/1/2024
KAB JAYAWIJAYA,Januari,7.2,2024,1/1/2024
KAB JAYAWIJAYA,Februari,6.17,2024,2/1/2024
KAB JAYAWIJAYA,Maret,5.73,2024,3/1/2024
KAB JAYAWIJAYA,April,6.19,2024,4/1/2024
KAB JAYAWIJAYA,Mei,8.78,2024,5/1/2024
KAB JAYAWIJAYA,Juni,10.9,2024,6/1/2024
KAB JAYAWIJAYA,Juli,9.27,2024,7/1/2024
KAB JAYAWIJAYA,Agustus,8.46,2024,8/1/2024
KAB JAYAWIJAYA,September,6.17,2024,9/1/2024
KAB JAYAWIJAYA,Oktober,3.31,2024,10/1/2024
KAB JAYAWIJAYA,November,4.18,2024,11/1/2024
KAB JAYAWIJAYA,Desember,7.89,2024,12/1/2024
KAB KAMPAR,Januari,5.75,2024,1/1/2024
KAB KAMPAR,Februari,8.17,2024,2/1/2024
KAB KAMPAR,Maret,9.81,2024,3/1/2024
KAB KAMPAR,April,12.23,2024,4/1/2024
KAB KAMPAR,Mei,14.92,2024,5/1/2024
KAB KAMPAR,Juni,8.71,2024,6/1/2024
KAB KAMPAR,Juli,1.52,2024,7/1/2024
KAB KAMPAR,Agustus,0.42,2024,8/1/2024
KAB KAMPAR,September,0.69,2024,9/1/2024
KAB KAMPAR,Oktober,2.42,2024,10/1/2024
KAB KAMPAR,November,-2.74,2024,11/1/2024
KAB KAMPAR,Desember,-1.16,2024,12/1/2024
KAB KAPUAS,Januari,8.15,2024,1/1/2024
KAB KAPUAS,Februari,4.63,2024,2/1/2024
KAB KAPUAS,Maret,6.25,2024,3/1/2024
KAB KAPUAS,April,5.2,2024,4/1/2024
KAB KAPUAS,Mei,2.7,2024,5/1/2024
KAB KAPUAS,Juni,2.78,2024,6/1/2024
KAB KAPUAS,Juli,-0.45,2024,7/1/2024
KAB KAPUAS,Agustus,-0.26,2024,8/1/2024
KAB KAPUAS,September,1.8,2024,9/1/2024
KAB KAPUAS,Oktober,1.23,2024,10/1/2024
KAB KAPUAS,November,0.88,2024,11/1/2024
KAB KAPUAS,Desember,1.52,2024,12/1/2024
KAB KARIMUN,Januari,6.24,2024,1/1/2024
KAB KARIMUN,Februari,1.71,2024,2/1/2024
KAB KARIMUN,Maret,4.03,2024,3/1/2024
KAB KARIMUN,April,2.9,2024,4/1/2024
KAB KARIMUN,Mei,4.37,2024,5/1/2024
KAB KARIMUN,Juni,4.98,2024,6/1/2024
KAB KARIMUN,Juli,7.02,2024,7/1/2024
KAB KARIMUN,Agustus,4.77,2024,8/1/2024
KAB KARIMUN,September,3.52,2024,9/1/2024
KAB KARIMUN,Oktober,3.72,2024,10/1/2024
KAB KARIMUN,November,2.22,2024,11/1/2024
KAB KARIMUN,Desember,1.79,2024,12/1/2024
KAB KARO,Januari,2.32,2024,1/1/2024
KAB KARO,Februari,3.46,2024,2/1/2024
KAB KARO,Maret,6.68,2024,3/1/2024
KAB KARO,April,8.52,2024,4/1/2024
KAB KARO,Mei,10.86,2024,5/1/2024
KAB KARO,Juni,6.35,2024,6/1/2024
KAB KARO,Juli,2.22,2024,7/1/2024
KAB KARO,Agustus,-2.43,2024,8/1/2024
KAB KARO,September,-3.1,2024,9/1/2024
KAB KARO,Oktober,-2.76,2024,10/1/2024
KAB KARO,November,-0.69,2024,11/1/2024
KAB KARO,Desember,0.1,2024,12/1/2024
KAB KAYONG UTARA,Januari,3.2,2024,1/1/2024
KAB KAYONG UTARA,Februari,4.61,2024,2/1/2024
KAB KAYONG UTARA,Maret,4.19,2024,3/1/2024
KAB KAYONG UTARA,April,5.44,2024,4/1/2024
KAB KAYONG UTARA,Mei,5.65,2024,5/1/2024
KAB KAYONG UTARA,Juni,5,2024,6/1/2024
KAB KAYONG UTARA,Juli,2.75,2024,7/1/2024
KAB KAYONG UTARA,Agustus,1.81,2024,8/1/2024
KAB KAYONG UTARA,September,2.17,2024,9/1/2024
KAB KAYONG UTARA,Oktober,2.47,2024,10/1/2024
KAB KAYONG UTARA,November,2.8,2024,11/1/2024
KAB KAYONG UTARA,Desember,3.45,2024,12/1/2024
KAB KERINCI,Januari,8.68,2024,1/1/2024
KAB KERINCI,Februari,6.17,2024,2/1/2024
KAB KERINCI,Maret,11.18,2024,3/1/2024
KAB KERINCI,April,10.4,2024,4/1/2024
KAB KERINCI,Mei,7.85,2024,5/1/2024
KAB KERINCI,Juni,8.83,2024,6/1/2024
KAB KERINCI,Juli,3.64,2024,7/1/2024
KAB KERINCI,Agustus,4.95,2024,8/1/2024
KAB KERINCI,September,2.31,2024,9/1/2024
KAB KERINCI,Oktober,3.1,2024,10/1/2024
KAB KERINCI,November,0.96,2024,11/1/2024
KAB KERINCI,Desember,0.49,2024,12/1/2024
KAB KETAPANG,Januari,8.54,2024,1/1/2024
KAB KETAPANG,Februari,6.35,2024,2/1/2024
KAB KETAPANG,Maret,4.51,2024,3/1/2024
KAB KETAPANG,April,4.23,2024,4/1/2024
KAB KETAPANG,Mei,6,2024,5/1/2024
KAB KETAPANG,Juni,4.91,2024,6/1/2024
KAB KETAPANG,Juli,2.5,2024,7/1/2024
KAB KETAPANG,Agustus,1.61,2024,8/1/2024
KAB KETAPANG,September,2.01,2024,9/1/2024
KAB KETAPANG,Oktober,1.26,2024,10/1/2024
KAB KETAPANG,November,0.96,2024,11/1/2024
KAB KETAPANG,Desember,2.89,2024,12/1/2024
KAB KOLAKA,Januari,5.39,2024,1/1/2024
KAB KOLAKA,Februari,4.41,2024,2/1/2024
KAB KOLAKA,Maret,2.7,2024,3/1/2024
KAB KOLAKA,April,2.59,2024,4/1/2024
KAB KOLAKA,Mei,1.76,2024,5/1/2024
KAB KOLAKA,Juni,1.84,2024,6/1/2024
KAB KOLAKA,Juli,2.74,2024,7/1/2024
KAB KOLAKA,Agustus,2.95,2024,8/1/2024
KAB KOLAKA,September,1.62,2024,9/1/2024
KAB KOLAKA,Oktober,1.5,2024,10/1/2024
KAB KOLAKA,November,2.6,2024,11/1/2024
KAB KOLAKA,Desember,2.56,2024,12/1/2024
KAB KONAWE,Januari,3.89,2024,1/1/2024
KAB KONAWE,Februari,8.39,2024,2/1/2024
KAB KONAWE,Maret,10.35,2024,3/1/2024
KAB KONAWE,April,6.49,2024,4/1/2024
KAB KONAWE,Mei,4.9,2024,5/1/2024
KAB KONAWE,Juni,2.13,2024,6/1/2024
KAB KONAWE,Juli,0.16,2024,7/1/2024
KAB KONAWE,Agustus,0.23,2024,8/1/2024
KAB KONAWE,September,-0.96,2024,9/1/2024
KAB KONAWE,Oktober,-3.8,2024,10/1/2024
KAB KONAWE,November,-1.45,2024,11/1/2024
KAB KONAWE,Desember,-1.05,2024,12/1/2024
KAB LABUHANBATU,Januari,-0.22,2024,1/1/2024
KAB LABUHANBATU,Februari,4.46,2024,2/1/2024
KAB LABUHANBATU,Maret,11.64,2024,3/1/2024
KAB LABUHANBATU,April,12.62,2024,4/1/2024
KAB LABUHANBATU,Mei,11.15,2024,5/1/2024
KAB LABUHANBATU,Juni,6.07,2024,6/1/2024
KAB LABUHANBATU,Juli,0.18,2024,7/1/2024
KAB LABUHANBATU,Agustus,2.82,2024,8/1/2024
KAB LABUHANBATU,September,0.29,2024,9/1/2024
KAB LABUHANBATU,Oktober,1.1,2024,10/1/2024
KAB LABUHANBATU,November,3.42,2024,11/1/2024
KAB LABUHANBATU,Desember,5.5,2024,12/1/2024
KAB LAMPUNG TIMUR,Januari,13.83,2024,1/1/2024
KAB LAMPUNG TIMUR,Februari,10.88,2024,2/1/2024
KAB LAMPUNG TIMUR,Maret,11.56,2024,3/1/2024
KAB LAMPUNG TIMUR,April,12.82,2024,4/1/2024
KAB LAMPUNG TIMUR,Mei,9.98,2024,5/1/2024
KAB LAMPUNG TIMUR,Juni,8.2,2024,6/1/2024
KAB LAMPUNG TIMUR,Juli,6.35,2024,7/1/2024
KAB LAMPUNG TIMUR,Agustus,4.55,2024,8/1/2024
KAB LAMPUNG TIMUR,September,2.95,2024,9/1/2024
KAB LAMPUNG TIMUR,Oktober,1.52,2024,10/1/2024
KAB LAMPUNG TIMUR,November,0.96,2024,11/1/2024
KAB LAMPUNG TIMUR,Desember,-0.33,2024,12/1/2024
KAB LEBAK,Januari,8.39,2024,1/1/2024
KAB LEBAK,Februari,7.81,2024,2/1/2024
KAB LEBAK,Maret,6.32,2024,3/1/2024
KAB LEBAK,April,5.6,2024,4/1/2024
KAB LEBAK,Mei,3.55,2024,5/1/2024
KAB LEBAK,Juni,1.15,2024,6/1/2024
KAB LEBAK,Juli,3.43,2024,7/1/2024
KAB LEBAK,Agustus,3.82,2024,8/1/2024
KAB LEBAK,September,2.74,2024,9/1/2024
KAB LEBAK,Oktober,1.34,2024,10/1/2024
KAB LEBAK,November,0.22,2024,11/1/2024
KAB LEBAK,Desember,0.77,2024,12/1/2024
KAB LUWU TIMUR,Januari,6.28,2024,1/1/2024
KAB LUWU TIMUR,Februari,8.74,2024,2/1/2024
KAB LUWU TIMUR,Maret,7.98,2024,3/1/2024
KAB LUWU TIMUR,April,8.38,2024,4/1/2024
KAB LUWU TIMUR,Mei,7.26,2024,5/1/2024
KAB LUWU TIMUR,Juni,5.04,2024,6/1/2024
KAB LUWU TIMUR,Juli,2.58,2024,7/1/2024
KAB LUWU TIMUR,Agustus,1.45,2024,8/1/2024
KAB LUWU TIMUR,September,1.91,2024,9/1/2024
KAB LUWU TIMUR,Oktober,3.32,2024,10/1/2024
KAB LUWU TIMUR,November,2.64,2024,11/1/2024
KAB LUWU TIMUR,Desember,2.82,2024,12/1/2024
KAB MAJALENGKA,Januari,6.48,2024,1/1/2024
KAB MAJALENGKA,Februari,7.19,2024,2/1/2024
KAB MAJALENGKA,Maret,8.26,2024,3/1/2024
KAB MAJALENGKA,April,6.67,2024,4/1/2024
KAB MAJALENGKA,Mei,5.56,2024,5/1/2024
KAB MAJALENGKA,Juni,2.74,2024,6/1/2024
KAB MAJALENGKA,Juli,4.48,2024,7/1/2024
KAB MAJALENGKA,Agustus,2.27,2024,8/1/2024
KAB MAJALENGKA,September,0.73,2024,9/1/2024
KAB MAJALENGKA,Oktober,0.65,2024,10/1/2024
KAB MAJALENGKA,November,0.51,2024,11/1/2024
KAB MAJALENGKA,Desember,0.8,2024,12/1/2024
KAB MAJENE,Januari,5.97,2024,1/1/2024
KAB MAJENE,Februari,5.36,2024,2/1/2024
KAB MAJENE,Maret,5.96,2024,3/1/2024
KAB MAJENE,April,2.53,2024,4/1/2024
KAB MAJENE,Mei,-0.99,2024,5/1/2024
KAB MAJENE,Juni,3.29,2024,6/1/2024
KAB MAJENE,Juli,2.92,2024,7/1/2024
KAB MAJENE,Agustus,1.26,2024,8/1/2024
KAB MAJENE,September,2.18,2024,9/1/2024
KAB MAJENE,Oktober,1.55,2024,10/1/2024
KAB MAJENE,November,-0.52,2024,11/1/2024
KAB MAJENE,Desember,0.5,2024,12/1/2024
KAB MALUKU TENGAH,Januari,14.11,2024,1/1/2024
KAB MALUKU TENGAH,Februari,5.87,2024,2/1/2024
KAB MALUKU TENGAH,Maret,4.04,2024,3/1/2024
KAB MALUKU TENGAH,April,1.16,2024,4/1/2024
KAB MALUKU TENGAH,Mei,-1.09,2024,5/1/2024
KAB MALUKU TENGAH,Juni,1.01,2024,6/1/2024
KAB MALUKU TENGAH,Juli,0.06,2024,7/1/2024
KAB MALUKU TENGAH,Agustus,-3,2024,8/1/2024
KAB MALUKU TENGAH,September,-4.89,2024,9/1/2024
KAB MALUKU TENGAH,Oktober,-0.86,2024,10/1/2024
KAB MALUKU TENGAH,November,0.08,2024,11/1/2024
KAB MALUKU TENGAH,Desember,-3.05,2024,12/1/2024
KAB MESUJI,Januari,5.64,2024,1/1/2024
KAB MESUJI,Februari,6.17,2024,2/1/2024
KAB MESUJI,Maret,8.42,2024,3/1/2024
KAB MESUJI,April,7.01,2024,4/1/2024
KAB MESUJI,Mei,7.13,2024,5/1/2024
KAB MESUJI,Juni,4.62,2024,6/1/2024
KAB MESUJI,Juli,-0.39,2024,7/1/2024
KAB MESUJI,Agustus,0.09,2024,8/1/2024
KAB MESUJI,September,1.76,2024,9/1/2024
KAB MESUJI,Oktober,2.23,2024,10/1/2024
KAB MESUJI,November,1.46,2024,11/1/2024
KAB MESUJI,Desember,0.94,2024,12/1/2024
KAB MINAHASA SELATAN,Januari,14.43,2024,1/1/2024
KAB MINAHASA SELATAN,Februari,13.55,2024,2/1/2024
KAB MINAHASA SELATAN,Maret,14.18,2024,3/1/2024
KAB MINAHASA SELATAN,April,18.82,2024,4/1/2024
KAB MINAHASA SELATAN,Mei,18.27,2024,5/1/2024
KAB MINAHASA SELATAN,Juni,18.33,2024,6/1/2024
KAB MINAHASA SELATAN,Juli,16.02,2024,7/1/2024
KAB MINAHASA SELATAN,Agustus,20.55,2024,8/1/2024
KAB MINAHASA SELATAN,September,16.96,2024,9/1/2024
KAB MINAHASA SELATAN,Oktober,13.82,2024,10/1/2024
KAB MINAHASA SELATAN,November,7.87,2024,11/1/2024
KAB MINAHASA SELATAN,Desember,-1.75,2024,12/1/2024
KAB MINAHASA UTARA,Januari,13.92,2024,1/1/2024
KAB MINAHASA UTARA,Februari,11.34,2024,2/1/2024
KAB MINAHASA UTARA,Maret,10.52,2024,3/1/2024
KAB MINAHASA UTARA,April,15.68,2024,4/1/2024
KAB MINAHASA UTARA,Mei,12.75,2024,5/1/2024
KAB MINAHASA UTARA,Juni,16.59,2024,6/1/2024
KAB MINAHASA UTARA,Juli,12.85,2024,7/1/2024
KAB MINAHASA UTARA,Agustus,15.55,2024,8/1/2024
KAB MINAHASA UTARA,September,9.28,2024,9/1/2024
KAB MINAHASA UTARA,Oktober,5.16,2024,10/1/2024
KAB MINAHASA UTARA,November,5.16,2024,11/1/2024
KAB MINAHASA UTARA,Desember,-2.12,2024,12/1/2024
KAB MOROWALI,Januari,9.23,2024,1/1/2024
KAB MOROWALI,Februari,14.2,2024,2/1/2024
